order_id,customer_id,order_date,status,region_code
491,169,2026-01-30 22:01:44,DELIVERED,SOUTH
492,60,2025-09-01 09:24:20,DELIVERED,CENTRAL
493,322,2024-06-11 06:36:59,CANCELLED,CENTRAL
494,151,2026-04-23 03:08:00,DELIVERED,CENTRAL
495,453,2026-02-17 09:03:56,DELIVERED,EAST
496,551,2024-12-11 17:49:51,DELIVERED,CENTRAL
497,96,27-09-2025,DELIVERED,SOUTH
498,553,2025-06-08 21:47:56,CANCELLED,EAST
499,518,2024-08-31 02:56:20,CANCELLED,EAST
500,363,2024-12-09 19:00:35,DELIVERED,CENTRAL
501,465,2025-05-31 18:20:46,CANCELLED,CENTRAL
502,547,2025-05-28 06:06:31,DELIVERED,EAST
503,587,2026-01-06 16:23:55,DELIVERED,SOUTH
504,529,2025-12-12 05:01:47,DELIVERED,SOUTH
505,422,2024-09-03 14:44:53,DELIVERED,SOUTH
506,457,2026-02-14 15:44:47,DELIVERED,CENTRAL
507,271,2026-03-18 18:19:24,RETURNED,WEST
508,427,2025-01-09 05:36:56,DELIVERED,WEST
509,133,2024-11-29 09:31:37,DELIVERED,WEST
510,161,2025-12-24 17:41:49,RETURNED,NORTH
511,419,2025-12-25 03:09:48,DELIVERED,NORTH
512,121,01-01-2026,DELIVERED,WEST
513,147,2026-03-16 04:14:22,PLACED,EAST
514,221,2026-06-28 07:32:54,PLACED,CENTRAL
515,46,2025-09-23 02:31:22,DELIVERED,EAST
516,487,2024-12-22 07:30:03,DELIVERED,CENTRAL
517,461,2025-01-16 10:28:24,CANCELLED,EAST
518,420,2026-02-03 05:28:24,DELIVERED,NORTH
519,454,2024-10-14 12:38:00,CANCELLED,NORTH
520,317,2024-12-08 06:54:46,DELIVERED,NORTH
521,555,2024-08-20 03:17:59,RETURNED,CENTRAL
522,488,2024-06-27 23:50:49,SHIPPED,CENTRAL
523,20,2025-04-14 16:57:59,SHIPPED,CENTRAL
524,547,2026-02-13 04:06:36,DELIVERED,WEST
525,24,2025-03-06 09:49:34,DELIVERED,CENTRAL
526,264,2024-10-31 07:25:34,DELIVERED,EAST
527,262,2025-01-24 14:00:47,DELIVERED,WEST
528,61,2025-10-17 07:42:58,SHIPPED,NORTH
529,102,2026-03-02 07:08:59,CANCELLED,EAST
530,124,2025-06-06 05:47:29,DELIVERED,CENTRAL
531,521,2026-01-18 03:39:18,RETURNED,EAST
532,476,2024-09-08 16:27:32,DELIVERED,WEST
533,20,2024-11-03 16:32:43,SHIPPED,CENTRAL
534,129,2026-02-20 20:35:13,DELIVERED,CENTRAL
535,146,2025-02-15 06:30:55,DELIVERED,CENTRAL
536,569,2024-05-31 13:19:19,CANCELLED,CENTRAL
537,,2026-06-18 01:12:24,DELIVERED,EAST
538,390,2025-04-25 12:02:56,DELIVERED,CENTRAL
539,166,2024-09-15 15:22:26,DELIVERED,WEST
540,144,2025-08-07 02:57:37,CANCELLED,SOUTH
541,326,2025-11-13 06:22:05,DELIVERED,WEST
542,330,14-05-2026,RETURNED,EAST
543,137,2024-06-02 04:20:12,DELIVERED,NORTH
544,178,2026-06-28 14:22:23,DELIVERED,CENTRAL
545,80,2026-04-21 13:23:34,DELIVERED,EAST
546,386,2025-12-07 01:55:48,DELIVERED,NORTH
547,380,2026-04-20 15:03:23,PLACED,NORTH
548,367,2025-09-12 23:18:53,CANCELLED,SOUTH
549,506,2024-07-26 03:51:21,DELIVERED,CENTRAL
550,201,2026-02-04 07:09:47,SHIPPED,EAST
551,506,2025-03-27 00:16:43,DELIVERED,CENTRAL
552,579,2024-12-15 05:22:19,DELIVERED,SOUTH
553,584,2025-07-30 03:41:17,SHIPPED,NORTH
554,546,2026-05-05 03:35:33,PLACED,WEST
555,54,2025-10-13 18:17:07,DELIVERED,WEST
556,531,2025-12-12 12:38:49,DELIVERED,NORTH
557,,13-03-2026,DELIVERED,EAST
558,200,2024-07-08 09:56:03,RETURNED,SOUTH
559,434,2025-06-22 08:05:06,SHIPPED,EAST
560,,2026-04-01 00:13:25,CANCELLED,CENTRAL
561,343,2025-06-17 22:33:10,SHIPPED,SOUTH
562,56,2025-06-01 18:26:36,RETURNED,CENTRAL
563,98,2024-12-09 21:51:52,PLACED,NORTH
564,387,2024-09-08 00:25:39,DELIVERED,NORTH
565,453,2026-03-31 20:07:28,PLACED,NORTH
566,302,2026-02-12 23:49:48,PLACED,WEST
567,11,2026-05-21 02:58:09,DELIVERED,CENTRAL
568,348,2024-07-09 08:18:33,DELIVERED,EAST
569,111,2024-09-11 22:14:25,DELIVERED,SOUTH
570,130,2025-07-02 03:02:18,DELIVERED,WEST
571,456,2024-12-29 20:48:37,DELIVERED,NORTH
572,599,2025-12-06 17:38:58,DELIVERED,CENTRAL
573,151,2025-11-13 16:15:01,DELIVERED,NORTH
574,149,2024-08-22 19:54:26,DELIVERED,SOUTH
575,207,2025-11-11 13:58:43,SHIPPED,WEST
576,479,2025-10-26 09:59:47,CANCELLED,CENTRAL
577,307,2025-02-06 02:14:11,SHIPPED,NORTH
578,4,2025-05-22 17:14:14,DELIVERED,SOUTH
579,340,2026-01-03 23:00:28,SHIPPED,SOUTH
580,7,2024-09-21 12:53:48,DELIVERED,CENTRAL
581,298,2025-12-10 02:23:20,PLACED,NORTH
582,291,2025-07-11 00:01:30,DELIVERED,EAST
583,252,2024-07-02 09:16:51,SHIPPED,EAST
584,22,2024-12-29 04:48:35,DELIVERED,NORTH
585,216,2025-06-07 01:26:18,DELIVERED,EAST
586,540,2026-04-03 18:10:52,CANCELLED,NORTH
587,134,2025-03-23 18:23:47,DELIVERED,EAST
588,440,2025-06-13 21:28:16,RETURNED,CENTRAL
589,549,2025-01-15 18:58:34,DELIVERED,NORTH
590,287,2026-06-28 14:53:32,SHIPPED,NORTH
591,67,2026-01-22 22:00:26,DELIVERED,CENTRAL
592,532,2025-10-11 22:26:09,DELIVERED,CENTRAL
593,507,2026-02-11 20:21:10,DELIVERED,CENTRAL
594,213,2025-04-10 08:24:25,DELIVERED,SOUTH
595,314,2026-01-05 18:40:18,DELIVERED,EAST
596,87,2024-10-07 12:47:47,DELIVERED,CENTRAL
597,,2025-11-03 12:55:51,DELIVERED,WEST
598,377,2025-10-04 11:22:41,DELIVERED,NORTH
599,240,2024-09-24 21:19:34,DELIVERED,NORTH
600,514,2024-09-28 09:58:44,DELIVERED,SOUTH
601,74,2025-04-06 03:58:16,DELIVERED,EAST
602,282,2024-12-30 03:59:03,RETURNED,CENTRAL
603,9,2025-08-10 19:57:11,CANCELLED,WEST
604,594,2024-06-17 11:19:05,DELIVERED,CENTRAL
605,153,2025-05-18 12:44:28,SHIPPED,SOUTH
606,529,2026-05-28 03:49:53,DELIVERED,WEST
607,88,2025-03-17 19:25:37,DELIVERED,WEST
608,461,2024-07-15 18:21:40,DELIVERED,CENTRAL
609,313,2024-06-14 00:56:22,DELIVERED,EAST
610,430,2026-02-15 14:40:32,DELIVERED,CENTRAL
611,24,2024-07-19 00:50:17,RETURNED,SOUTH
612,339,2026-01-27 05:16:55,RETURNED,SOUTH
613,66,2025-03-18 13:46:29,DELIVERED,EAST
614,463,2025-09-15 06:00:22,PLACED,NORTH
615,,2026-06-28 00:49:30,PLACED,SOUTH
616,396,2025-05-27 00:20:22,DELIVERED,CENTRAL
617,59,2024-06-16 03:51:55,SHIPPED,WEST
618,114,2026-03-10 23:34:29,DELIVERED,NORTH
619,212,2025-04-14 12:11:40,DELIVERED,WEST
620,589,2025-04-10 07:22:33,DELIVERED,WEST
621,8,2026-04-22 10:04:40,PLACED,WEST
622,253,01-07-2026,DELIVERED,CENTRAL
623,94,2026-05-08 20:20:38,DELIVERED,EAST
624,180,2025-03-04 23:09:25,CANCELLED,WEST
625,188,2024-10-25 09:46:19,DELIVERED,NORTH
626,162,2025-08-26 10:25:57,DELIVERED,NORTH
627,223,2026-02-27 21:33:39,RETURNED,CENTRAL
628,378,2024-11-09 11:03:21,DELIVERED,EAST
629,169,2024-08-07 08:07:10,DELIVERED,NORTH
630,473,09-02-2026,CANCELLED,WEST
631,257,2024-12-28 00:21:52,DELIVERED,WEST
632,70,2025-06-10 09:21:37,DELIVERED,WEST
633,286,2025-02-19 00:01:20,CANCELLED,CENTRAL
634,302,2026-01-27 03:55:32,SHIPPED,NORTH
635,158,2025-03-02 10:05:33,SHIPPED,NORTH
636,546,2024-08-12 04:28:24,CANCELLED,CENTRAL
637,106,20-09-2025,DELIVERED,CENTRAL
638,387,2025-06-21 21:28:57,DELIVERED,SOUTH
639,17,2024-06-21 14:50:05,DELIVERED,SOUTH
640,65,2024-10-27 01:37:42,DELIVERED,SOUTH
641,46,2024-11-13 06:44:38,CANCELLED,EAST
642,195,2026-02-02 17:03:01,RETURNED,NORTH
643,109,23-02-2025,PLACED,EAST
644,218,2024-09-09 13:15:55,DELIVERED,EAST
645,,2025-05-04 12:32:21,DELIVERED,CENTRAL
646,105,2025-02-20 08:27:32,DELIVERED,NORTH
647,398,2024-12-22 12:02:35,DELIVERED,EAST
648,494,2024-06-26 09:59:41,DELIVERED,CENTRAL
649,524,2025-05-26 01:26:59,DELIVERED,NORTH
650,128,2026-03-26 15:33:30,DELIVERED,CENTRAL
651,141,2025-09-02 18:35:55,SHIPPED,WEST
652,39,2026-04-19 07:18:42,DELIVERED,EAST
653,326,2024-07-30 12:40:25,DELIVERED,WEST
654,296,2025-05-20 18:06:44,CANCELLED,EAST
655,211,2025-06-19 18:42:48,CANCELLED,SOUTH
656,391,2025-03-11 03:04:16,DELIVERED,NORTH
657,504,2025-03-24 23:37:55,PLACED,SOUTH
658,129,2025-04-12 11:35:24,SHIPPED,NORTH
659,479,2025-04-01 20:41:08,SHIPPED,SOUTH
660,311,2026-04-26 08:45:40,RETURNED,SOUTH
661,493,2025-12-09 14:11:10,DELIVERED,SOUTH
662,433,03-04-2026,DELIVERED,WEST
663,391,2024-10-06 07:08:44,DELIVERED,EAST
664,157,2025-02-26 22:32:43,DELIVERED,WEST
665,291,2026-06-15 23:10:34,PLACED,SOUTH
666,201,2025-03-20 13:45:46,PLACED,CENTRAL
667,384,2026-03-06 22:53:57,RETURNED,EAST
668,316,2024-09-17 15:48:33,DELIVERED,NORTH
669,128,2025-02-06 05:18:30,SHIPPED,WEST
670,357,2026-06-28 01:08:33,DELIVERED,EAST
671,395,2025-06-17 09:03:56,SHIPPED,NORTH
672,371,2024-07-12 21:27:46,DELIVERED,SOUTH
673,467,2025-01-13 22:15:16,DELIVERED,CENTRAL
674,,2024-10-20 09:24:35,DELIVERED,WEST
675,83,2025-03-19 07:50:27,CANCELLED,SOUTH
676,259,2026-07-16 17:27:58,RETURNED,WEST
677,422,2024-10-15 01:26:31,SHIPPED,CENTRAL
678,353,2025-07-21 21:50:32,DELIVERED,WEST
679,7,2026-07-02 20:46:19,PLACED,NORTH
680,428,2025-08-20 22:06:14,DELIVERED,SOUTH
681,191,2025-04-02 14:44:25,DELIVERED,CENTRAL
682,462,2025-04-25 05:18:35,SHIPPED,NORTH
683,197,2026-02-24 00:53:07,DELIVERED,CENTRAL
684,171,2024-10-10 03:23:27,DELIVERED,EAST
685,31,11-06-2026,DELIVERED,NORTH
686,273,2024-06-10 05:25:45,DELIVERED,NORTH
687,535,2026-01-03 13:50:10,DELIVERED,EAST
688,485,2026-03-28 03:11:29,DELIVERED,EAST
689,246,2026-02-08 00:05:19,DELIVERED,NORTH
690,339,2024-06-03 19:00:16,DELIVERED,WEST
691,,2024-12-06 21:50:25,CANCELLED,EAST
692,255,07-06-2026,DELIVERED,SOUTH
693,,2025-12-10 13:26:18,CANCELLED,EAST
694,240,2026-02-10 15:14:22,DELIVERED,NORTH
695,488,2024-11-02 01:15:38,DELIVERED,EAST
696,147,2024-07-18 07:34:02,SHIPPED,NORTH
697,562,2026-05-25 03:40:44,SHIPPED,WEST
698,494,2025-06-08 05:27:47,SHIPPED,SOUTH
699,92,2024-07-14 09:28:01,SHIPPED,EAST
700,288,2025-07-04 05:05:17,DELIVERED,NORTH
701,548,2026-07-03 05:33:10,PLACED,EAST
702,590,2024-09-07 10:57:41,DELIVERED,WEST
703,391,2026-04-08 19:08:00,CANCELLED,SOUTH
704,298,2024-10-15 11:21:31,DELIVERED,CENTRAL
705,119,2024-12-13 22:28:02,CANCELLED,WEST
706,2,2025-03-20 22:24:25,CANCELLED,WEST
707,374,2024-12-12 05:04:47,DELIVERED,CENTRAL
708,110,2026-05-15 12:30:57,DELIVERED,EAST
709,512,2025-01-14 00:24:56,DELIVERED,SOUTH
710,36,2025-09-21 20:18:25,DELIVERED,NORTH
711,588,2025-04-30 02:04:03,DELIVERED,WEST
712,342,2025-04-22 04:13:29,CANCELLED,SOUTH
713,54,2025-03-04 02:21:28,CANCELLED,WEST
714,164,2026-01-29 09:27:58,DELIVERED,WEST
715,401,2025-08-12 16:29:28,DELIVERED,SOUTH
716,562,2024-12-19 08:19:52,DELIVERED,CENTRAL
717,56,2025-09-14 08:42:02,DELIVERED,SOUTH
718,453,2025-08-25 04:18:26,CANCELLED,SOUTH
719,201,2024-06-13 04:29:05,DELIVERED,CENTRAL
720,152,2026-03-24 11:51:16,DELIVERED,SOUTH
721,99,2026-06-05 03:22:07,SHIPPED,NORTH
722,528,2026-04-03 22:02:07,RETURNED,WEST
723,122,2026-06-28 01:17:37,DELIVERED,CENTRAL
724,385,2024-10-16 04:56:44,DELIVERED,WEST
725,456,2024-12-02 09:56:19,SHIPPED,NORTH
726,522,2026-06-13 20:59:41,DELIVERED,NORTH
727,186,2026-04-03 15:53:07,DELIVERED,SOUTH
728,66,2025-03-13 05:11:35,DELIVERED,NORTH
729,550,2026-06-27 22:57:31,PLACED,CENTRAL
730,128,2025-04-17 06:48:35,RETURNED,NORTH
731,,24-04-2026,CANCELLED,NORTH
732,589,2025-02-04 10:21:15,PLACED,EAST
733,36,2024-12-09 17:47:28,DELIVERED,EAST
734,176,2024-05-30 03:11:24,SHIPPED,NORTH
735,532,2025-08-28 18:37:35,DELIVERED,WEST
736,503,2025-11-27 23:52:40,DELIVERED,CENTRAL
737,102,2024-08-07 11:51:44,SHIPPED,SOUTH
738,221,2025-04-30 14:33:13,DELIVERED,EAST
739,433,2025-06-30 01:52:21,DELIVERED,SOUTH
740,86,2026-03-21 17:56:59,RETURNED,SOUTH
741,73,2025-07-22 11:56:53,RETURNED,SOUTH
742,578,2025-02-08 19:58:08,DELIVERED,SOUTH
743,445,2025-06-18 11:22:57,PLACED,NORTH
744,562,2025-10-23 15:20:16,DELIVERED,EAST
745,280,2025-05-15 17:08:48,DELIVERED,NORTH
746,228,2024-11-09 02:47:07,DELIVERED,NORTH
747,314,2026-06-29 14:18:16,PLACED,EAST
748,289,2024-10-30 21:27:13,CANCELLED,SOUTH
749,399,2026-09-09 00:00:00,DELIVERED,CENTRAL
750,413,2024-12-14 04:14:11,DELIVERED,CENTRAL
751,130,2025-07-19 08:16:21,PLACED,EAST
752,256,2026-03-10 17:15:25,DELIVERED,SOUTH
753,363,2025-08-18 13:24:43,DELIVERED,WEST
754,235,2024-10-12 01:26:35,RETURNED,WEST
755,93,2024-09-26 03:19:48,DELIVERED,NORTH
756,59,2025-08-17 01:17:33,DELIVERED,WEST
757,11,2026-03-19 15:15:18,DELIVERED,SOUTH
758,528,2024-12-09 16:50:21,DELIVERED,CENTRAL
759,8,2025-11-17 00:47:33,SHIPPED,CENTRAL
760,44,2025-02-15 19:20:27,DELIVERED,CENTRAL
761,180,2024-12-23 02:29:06,DELIVERED,NORTH
762,389,2024-11-21 21:39:04,DELIVERED,SOUTH
763,121,19-06-2026,DELIVERED,SOUTH
764,583,2025-09-15 12:30:20,RETURNED,CENTRAL
765,37,2026-06-27 11:53:35,PLACED,NORTH
766,337,2024-11-12 11:21:56,PLACED,SOUTH
767,10,2026-07-03 08:48:32,SHIPPED,CENTRAL
768,158,2026-06-26 04:02:32,PLACED,EAST
769,405,2025-12-17 05:23:04,DELIVERED,SOUTH
770,276,2026-04-11 07:09:06,DELIVERED,WEST
771,363,2024-06-08 00:37:14,DELIVERED,SOUTH
772,,2026-02-01 21:44:28,DELIVERED,EAST
773,165,2026-06-13 13:24:43,RETURNED,EAST
774,501,2024-12-13 23:05:00,DELIVERED,WEST
775,399,2024-11-13 14:02:32,DELIVERED,SOUTH
776,,2025-06-01 09:32:35,PLACED,EAST
777,9,2025-08-22 16:05:53,DELIVERED,NORTH
778,254,2025-03-16 06:39:16,SHIPPED,NORTH
779,254,2026-08-16 00:00:00,SHIPPED,NORTH
780,515,2025-03-19 02:05:23,RETURNED,CENTRAL
781,153,2024-12-21 12:20:43,DELIVERED,EAST
782,150,2025-04-05 03:14:56,PLACED,NORTH
783,538,2025-05-24 12:14:53,SHIPPED,WEST
784,523,2024-08-18 05:51:22,DELIVERED,EAST
785,360,2025-06-17 15:39:29,DELIVERED,NORTH
786,1,2025-10-11 15:35:37,SHIPPED,WEST
787,104,2025-06-25 21:02:52,RETURNED,EAST
788,115,2024-06-20 05:20:26,DELIVERED,SOUTH
789,371,2025-12-28 05:57:52,SHIPPED,EAST
790,394,2024-11-11 05:35:38,SHIPPED,CENTRAL
791,196,2026-04-22 11:30:09,RETURNED,NORTH
792,352,2026-06-05 15:24:07,RETURNED,SOUTH
793,,2025-03-23 19:20:41,DELIVERED,EAST
794,574,2025-12-19 13:55:02,DELIVERED,NORTH
795,70,2024-07-02 23:33:19,SHIPPED,EAST
796,133,2024-09-01 10:32:30,DELIVERED,SOUTH
797,408,2024-09-23 11:39:47,SHIPPED,CENTRAL
798,400,2025-07-25 18:02:13,SHIPPED,NORTH
799,224,2024-06-12 18:22:26,CANCELLED,CENTRAL
800,538,2025-05-07 06:44:01,DELIVERED,EAST
801,176,2025-06-04 01:21:54,DELIVERED,SOUTH
802,285,2025-07-24 02:32:31,CANCELLED,NORTH
803,255,2025-04-21 04:20:16,DELIVERED,NORTH
804,378,2025-07-14 04:03:24,DELIVERED,WEST
805,302,2024-08-26 22:56:07,DELIVERED,NORTH
806,225,2025-08-07 11:35:30,SHIPPED,NORTH
807,598,2026-01-13 09:16:58,RETURNED,EAST
808,565,2026-04-16 21:50:51,SHIPPED,EAST
809,405,2025-05-24 23:15:53,DELIVERED,WEST
810,491,2025-03-07 23:18:55,DELIVERED,SOUTH
811,503,2025-03-06 06:02:49,DELIVERED,NORTH
812,182,2025-03-17 19:28:54,PLACED,NORTH
813,466,2026-02-14 06:26:52,SHIPPED,CENTRAL
814,13,2026-01-07 00:12:21,DELIVERED,NORTH
815,45,06-10-2024,DELIVERED,CENTRAL
816,10,2024-11-11 04:36:11,DELIVERED,EAST
817,88,2026-06-15 07:33:29,DELIVERED,WEST
818,315,2026-07-29 00:00:00,SHIPPED,CENTRAL
819,557,2024-08-07 04:02:38,SHIPPED,EAST
820,426,2025-05-13 10:59:07,PLACED,WEST
821,362,2025-05-15 21:34:49,RETURNED,WEST
822,116,2024-11-17 02:09:17,SHIPPED,EAST
823,342,2024-10-08 17:44:01,CANCELLED,CENTRAL
824,439,2025-03-07 17:47:43,DELIVERED,SOUTH
825,309,2025-08-18 20:20:33,DELIVERED,NORTH
826,512,2025-07-16 06:51:55,CANCELLED,NORTH
827,153,2025-01-12 17:14:14,DELIVERED,WEST
828,490,2024-11-21 19:03:39,DELIVERED,EAST
829,331,2025-03-08 12:41:31,DELIVERED,EAST
830,435,2026-03-04 00:57:49,DELIVERED,EAST
831,252,2026-07-11 05:19:00,DELIVERED,WEST
832,236,2026-03-16 07:21:48,DELIVERED,SOUTH
833,241,2025-04-10 18:48:54,RETURNED,NORTH
834,486,2024-11-17 02:55:30,PLACED,EAST
835,143,2025-01-08 21:56:15,CANCELLED,CENTRAL
836,432,2025-05-13 21:13:03,PLACED,SOUTH
837,147,2024-07-09 22:16:58,DELIVERED,WEST
838,109,2024-09-21 14:21:21,DELIVERED,CENTRAL
839,31,04-01-2025,PLACED,NORTH
840,427,2025-03-09 09:16:43,DELIVERED,SOUTH
841,307,2025-11-05 00:50:04,DELIVERED,NORTH
842,160,2024-07-18 21:29:13,DELIVERED,SOUTH
843,12,2026-03-19 01:43:36,DELIVERED,WEST
844,265,2026-07-18 15:09:38,DELIVERED,SOUTH
845,161,2024-10-19 19:38:31,DELIVERED,SOUTH
846,411,2025-05-05 01:25:21,DELIVERED,CENTRAL
847,80,2026-05-27 16:33:48,DELIVERED,WEST
848,169,2025-12-28 01:42:31,DELIVERED,SOUTH
849,107,2025-11-02 03:17:24,PLACED,EAST
850,110,2024-06-16 01:15:09,DELIVERED,EAST
851,207,2024-07-19 06:43:17,SHIPPED,NORTH
852,,2026-06-20 13:37:55,PLACED,EAST
853,,2025-12-05 00:50:37,DELIVERED,WEST
854,323,2025-12-03 18:34:32,RETURNED,NORTH
855,516,2025-01-18 07:21:52,PLACED,WEST
856,39,2025-01-20 09:44:20,DELIVERED,NORTH
857,96,2025-05-24 17:33:29,CANCELLED,SOUTH
858,165,2026-07-18 05:44:45,DELIVERED,CENTRAL
859,350,2024-12-19 19:24:00,DELIVERED,EAST
860,,2026-01-22 04:03:11,SHIPPED,CENTRAL
861,157,2026-07-11 20:59:43,PLACED,NORTH
862,317,2024-10-12 09:50:48,DELIVERED,WEST
863,303,2025-08-08 03:31:50,DELIVERED,EAST
864,184,2026-05-15 17:40:30,DELIVERED,WEST
865,453,2025-01-03 04:15:09,RETURNED,CENTRAL
866,373,2026-02-11 20:05:50,DELIVERED,CENTRAL
867,133,2025-09-29 05:32:54,DELIVERED,WEST
868,270,2024-08-04 07:03:38,DELIVERED,NORTH
869,251,2024-06-11 08:08:04,SHIPPED,NORTH
870,163,2024-09-20 08:50:32,SHIPPED,WEST
871,358,2026-05-22 02:58:33,SHIPPED,SOUTH
872,407,2025-04-04 20:49:04,DELIVERED,NORTH
873,498,08-06-2026,SHIPPED,WEST
874,160,2025-01-11 01:08:51,DELIVERED,EAST
875,390,2025-12-12 13:25:36,DELIVERED,WEST
876,217,2026-03-17 23:36:48,DELIVERED,SOUTH
877,71,2024-10-03 22:20:11,DELIVERED,WEST
878,538,2025-07-07 00:53:37,SHIPPED,NORTH
879,439,2025-09-03 05:25:12,SHIPPED,EAST
880,494,2025-02-03 14:55:33,RETURNED,WEST
881,585,2024-06-14 10:16:24,DELIVERED,CENTRAL
882,593,14-10-2025,DELIVERED,EAST
883,470,2026-07-14 20:41:02,CANCELLED,NORTH
884,417,2024-06-04 17:05:03,RETURNED,SOUTH
885,593,2025-05-04 14:50:51,DELIVERED,SOUTH
886,560,2026-01-06 12:19:45,SHIPPED,SOUTH
887,591,2025-12-26 04:09:34,CANCELLED,NORTH
888,315,2024-12-09 18:50:37,DELIVERED,WEST
889,361,2026-03-22 12:48:31,DELIVERED,EAST
890,181,2025-12-30 14:58:38,SHIPPED,CENTRAL
891,447,2026-04-09 14:56:46,DELIVERED,CENTRAL
892,102,2024-11-07 06:23:36,PLACED,NORTH
893,422,2024-10-31 21:09:45,DELIVERED,CENTRAL
894,34,2026-03-14 10:37:40,SHIPPED,WEST
895,118,2026-05-29 10:59:47,RETURNED,EAST
896,476,2026-02-03 20:48:45,PLACED,EAST
897,520,2025-07-14 21:14:24,DELIVERED,WEST
898,5,2026-03-04 23:47:33,PLACED,NORTH
899,384,2025-10-05 04:10:31,DELIVERED,CENTRAL
900,248,2026-01-27 23:02:51,SHIPPED,WEST
901,592,2026-01-26 11:36:10,RETURNED,SOUTH
902,326,2026-04-09 11:30:47,SHIPPED,SOUTH
903,591,2025-07-08 06:04:55,CANCELLED,SOUTH
904,209,2024-07-08 19:56:13,DELIVERED,CENTRAL
905,557,2024-09-29 08:51:06,DELIVERED,NORTH
906,134,2025-12-07 07:43:54,SHIPPED,SOUTH
907,549,2026-01-07 08:50:56,DELIVERED,NORTH
908,148,2024-11-06 15:44:54,SHIPPED,CENTRAL
909,146,2025-03-06 14:17:19,PLACED,WEST
910,213,2026-07-01 19:11:04,DELIVERED,WEST
911,79,2026-03-13 07:16:19,DELIVERED,EAST
912,462,2025-03-05 07:40:11,DELIVERED,SOUTH
913,33,2025-11-13 12:53:59,RETURNED,WEST
914,,2025-06-29 08:29:08,RETURNED,SOUTH
915,,2025-01-21 15:52:16,SHIPPED,EAST
916,,2024-12-31 06:04:42,SHIPPED,SOUTH
917,494,2024-10-19 20:53:03,DELIVERED,CENTRAL
918,479,2026-07-09 04:49:38,DELIVERED,WEST
919,257,2025-08-09 15:31:29,RETURNED,NORTH
920,320,2025-04-14 17:57:56,RETURNED,WEST
921,457,2025-07-26 00:44:16,CANCELLED,CENTRAL
922,393,2025-11-29 05:38:37,DELIVERED,NORTH
923,35,2025-06-27 02:53:49,DELIVERED,EAST
924,544,2024-07-15 12:14:32,SHIPPED,EAST
925,191,2024-09-19 20:13:40,SHIPPED,EAST
926,322,2025-10-06 21:51:50,DELIVERED,EAST
927,582,2025-05-26 09:46:25,DELIVERED,WEST
928,218,2024-11-05 21:08:34,DELIVERED,CENTRAL
929,77,2026-03-16 03:59:05,DELIVERED,WEST
930,328,15-08-2024,CANCELLED,WEST
931,282,2024-12-08 18:30:37,DELIVERED,CENTRAL
932,393,2024-07-02 00:57:16,DELIVERED,CENTRAL
933,473,2026-02-14 17:52:29,PLACED,CENTRAL
934,41,2024-06-24 06:40:30,PLACED,NORTH
935,426,2025-07-30 16:34:19,DELIVERED,EAST
936,570,2026-07-06 02:53:30,DELIVERED,WEST
937,466,2024-12-04 14:36:09,CANCELLED,CENTRAL
938,,2024-06-15 03:35:31,SHIPPED,EAST
939,447,2024-10-13 17:30:04,SHIPPED,EAST
940,551,2024-08-19 13:00:20,DELIVERED,NORTH
941,312,2025-10-23 14:16:26,DELIVERED,WEST
942,175,2026-05-15 15:54:30,SHIPPED,EAST
943,599,2026-03-03 00:42:50,DELIVERED,NORTH
944,247,2026-06-30 08:23:43,RETURNED,EAST
945,495,2025-07-13 19:37:31,DELIVERED,NORTH
946,249,2025-04-14 20:10:53,DELIVERED,NORTH
947,62,2025-04-30 18:06:51,DELIVERED,WEST
948,108,2025-09-28 18:52:16,DELIVERED,EAST
949,158,2024-11-10 03:18:28,RETURNED,SOUTH
950,395,2025-04-10 09:09:40,DELIVERED,SOUTH
951,434,2025-09-19 03:15:42,RETURNED,CENTRAL
952,151,12-11-2024,DELIVERED,SOUTH
953,472,2024-07-13 09:46:21,DELIVERED,CENTRAL
954,272,2024-10-07 14:14:10,DELIVERED,SOUTH
955,515,2025-10-30 10:42:38,PLACED,EAST
956,51,2026-03-17 11:14:11,SHIPPED,SOUTH
957,283,2026-07-05 19:20:48,DELIVERED,NORTH
958,255,2025-05-06 02:31:37,SHIPPED,NORTH
959,245,2024-11-02 22:44:44,DELIVERED,CENTRAL
960,415,2024-11-03 08:53:49,SHIPPED,EAST
961,176,2025-11-21 00:42:06,DELIVERED,CENTRAL
962,4,2026-06-09 14:50:19,DELIVERED,SOUTH
963,72,2025-10-27 23:38:51,CANCELLED,SOUTH
964,486,2024-07-01 08:28:52,SHIPPED,EAST
965,175,2024-06-14 02:54:18,DELIVERED,WEST
966,501,2026-06-03 02:37:16,SHIPPED,NORTH
967,298,2025-02-13 21:34:21,DELIVERED,NORTH
968,344,2025-11-25 22:03:54,RETURNED,EAST
969,260,2024-06-20 01:35:33,CANCELLED,EAST
970,531,2026-06-21 10:03:26,SHIPPED,CENTRAL
971,22,2026-02-26 09:47:56,CANCELLED,SOUTH
972,32,2026-03-30 02:25:28,DELIVERED,NORTH
973,387,2025-07-29 12:37:21,CANCELLED,CENTRAL
974,461,2025-02-25 18:41:33,DELIVERED,EAST
975,401,2025-08-02 03:14:22,DELIVERED,NORTH
976,352,2024-12-07 00:19:41,DELIVERED,WEST
977,356,2024-06-11 22:44:48,DELIVERED,SOUTH
