log_id,drone_id,delivery_id,timestamp,battery_level,gps_signal,weather_condition,status
LOG008196,D044,DEL01366,2025-11-05 12:40:08,73.36,0.73,clear,COMPLETED
LOG008197,D052,DEL01367,2025-12-28 15:37:28,76.46,0.602,cloudy,ACTIVE
LOG008198,D052,DEL01367,2025-12-28 15:41:56,72.2,0.706,cloudy,ACTIVE
LOG008199,D052,DEL01367,2025-12-28 15:46:24,67.94,0.963,cloudy,ACTIVE
LOG008200,D052,DEL01367,2025-12-28 15:50:52,63.68,0.642,,ACTIVE
LOG008201,D052,DEL01367,2025-12-28 15:55:21,59.43,0.775,cloudy,ACTIVE
LOG008202,D052,DEL01367,2025-12-28 15:59:49,55.17,0.66,cloudy,COMPLETED
LOG008203,D050,DEL01368,2026-02-11 23:10:42,88.3,0.801,heavy_rain,ACTIVE
LOG008204,D050,DEL01368,2026-02-11 23:11:53,87.8,0.904,heavy_rain,ACTIVE
LOG008205,D050,DEL01368,2026-02-11 23:13:04,87.3,0.983,heavy_rain,ACTIVE
LOG008206,D050,DEL01368,2026-02-11 23:14:15,86.8,0.911,heavy_rain,ACTIVE
LOG008207,D050,DEL01368,2026-02-11 23:15:27,86.3,0.794,heavy_rain,ACTIVE
LOG008208,D050,DEL01368,2026-02-11 23:16:38,85.8,0.603,heavy_rain,COMPLETED
LOG008209,D054,DEL01369,2026-02-03 23:50:37,87.74,0.575,cloudy,ACTIVE
LOG008210,D054,DEL01369,2026-02-04 00:02:13,83.47,0.622,cloudy,ACTIVE
LOG008211,D054,DEL01369,2026-02-04 00:13:50,79.2,0.626,,ACTIVE
LOG008212,D054,DEL01369,2026-02-04 00:25:27,74.93,0.832,cloudy,ACTIVE
LOG008213,D054,DEL01369,2026-02-04 00:37:04,70.67,0.682,cloudy,ACTIVE
LOG008214,D054,DEL01369,2026-02-04 00:48:41,66.4,0.912,cloudy,COMPLETED
LOG008215,D017,DEL01370,2026-02-13 04:23:12,97.45,0.826,storm,ACTIVE
LOG008216,D017,DEL01370,2026-02-13 04:23:54,96.22,0.76,heavy_rain,ACTIVE
LOG008217,D017,DEL01370,2026-02-13 04:24:36,94.99,0.806,storm,ACTIVE
LOG008218,D017,DEL01370,2026-02-13 04:25:19,,0.89,storm,ACTIVE
LOG008219,D017,DEL01370,2026-02-13 04:26:01,13.06,0.93,storm,ACTIVE
LOG008220,D017,DEL01370,2026-02-13 04:26:44,5.34,,storm,FAILED
LOG008221,D021,DEL01371,2025-10-21 03:20:17,91.19,0.784,clear,ACTIVE
LOG008222,D021,DEL01371,2025-10-21 03:31:32,85.29,0.888,clear,ACTIVE
LOG008223,D021,DEL01371,2025-10-21 03:42:47,79.4,0.828,clear,ACTIVE
LOG008224,D021,DEL01371,2025-10-21 03:54:02,73.5,0.855,clear,ACTIVE
LOG008225,D021,DEL01371,2025-10-21 04:05:17,67.6,0.999,clear,ACTIVE
LOG008226,D021,DEL01371,2025-10-21 04:16:32,61.71,0.824,clear,COMPLETED
LOG008227,D076,DEL01372,2026-01-02 17:25:40,86.34,0.561,storm,ACTIVE
LOG008228,D076,DEL01372,2026-01-02 17:40:59,81.98,0.567,storm,ACTIVE
LOG008229,D076,DEL01372,2026-01-02 17:56:18,77.62,0.669,storm,ACTIVE
LOG008230,D076,DEL01372,2026-01-02 18:11:37,73.26,0.809,storm,ACTIVE
LOG008231,D076,DEL01372,2026-01-02 18:26:56,68.9,0.863,storm,ACTIVE
LOG008232,D076,DEL01372,2026-01-02 18:42:16,,0.595,storm,COMPLETED
LOG008233,D057,DEL01373,2025-11-05 04:44:07,76.66,0.664,cloudy,ACTIVE
LOG008234,D057,DEL01373,2025-11-05 04:47:03,74.57,0.989,cloudy,ACTIVE
LOG008235,D057,DEL01373,2025-11-05 04:50:00,72.49,0.804,cloudy,ACTIVE
LOG008236,D057,DEL01373,2025-11-05 04:52:57,70.4,0.651,,ACTIVE
LOG008237,D057,DEL01373,2025-11-05 04:55:53,68.31,0.66,cloudy,ACTIVE
LOG008238,D057,DEL01373,2025-11-05 04:58:50,66.22,0.651,cloudy,COMPLETED
LOG008239,D100,DEL01374,2025-12-09 15:11:31,80.75,0.867,storm,ACTIVE
LOG008240,D100,DEL01374,2025-12-09 15:14:12,78.94,0.798,storm,ACTIVE
LOG008241,D100,DEL01374,2025-12-09 15:16:54,77.13,0.603,storm,ACTIVE
LOG008242,D100,DEL01374,2025-12-09 15:19:36,75.31,0.799,storm,ACTIVE
LOG008243,D100,DEL01374,2025-12-09 15:22:18,73.5,,storm,ACTIVE
LOG008244,D100,DEL01374,2025-12-09 15:25:00,71.69,0.68,storm,COMPLETED
LOG008245,D088,DEL01375,2026-03-20 20:51:55,77.46,0.595,heavy_rain,ACTIVE
LOG008246,D088,DEL01375,2026-03-20 20:59:40,74.12,0.897,heavy_rain,ACTIVE
LOG008247,D088,DEL01375,2026-03-20 21:07:25,70.77,0.702,heavy_rain,ACTIVE
LOG008248,D088,DEL01375,2026-03-20 21:15:10,67.43,0.876,heavy_rain,ACTIVE
LOG008249,D088,DEL01375,2026-03-20 21:22:56,64.08,0.565,heavy_rain,ACTIVE
LOG008250,D088,DEL01375,2026-03-20 21:30:41,60.74,0.959,heavy_rain,COMPLETED
LOG008251,D063,DEL01376,2025-10-22 22:19:36,76.25,0.794,windy,ACTIVE
LOG008252,D063,DEL01376,2025-10-22 22:26:27,70.2,0.748,windy,ACTIVE
LOG008253,D063,DEL01376,2025-10-22 22:33:19,64.15,0.675,windy,ACTIVE
LOG008254,D063,DEL01376,2025-10-22 22:40:10,58.1,0.868,windy,ACTIVE
LOG008255,D063,DEL01376,2025-10-22 22:47:02,52.05,0.67,windy,ACTIVE
LOG008256,D063,DEL01376,2025-10-22 22:53:53,46.0,0.885,heavy_rain,COMPLETED
LOG008257,D006,DEL01377,2025-10-13 07:10:02,84.25,0.934,heavy_rain,ACTIVE
LOG008258,D006,DEL01377,2025-10-13 07:17:39,80.25,0.824,heavy_rain,ACTIVE
LOG008259,D006,DEL01377,2025-10-13 07:25:16,76.26,0.796,heavy_rain,ACTIVE
LOG008260,D006,DEL01377,2025-10-13 07:32:54,72.27,0.869,heavy_rain,ACTIVE
LOG008261,D006,DEL01377,2025-10-13 07:40:31,68.28,0.611,heavy_rain,ACTIVE
LOG008262,D006,DEL01377,2025-10-13 07:48:08,64.28,0.803,,COMPLETED
LOG008263,D041,DEL01378,2025-10-03 09:36:09,92.81,0.749,windy,ACTIVE
LOG008264,D041,DEL01378,2025-10-03 09:37:26,92.13,0.722,windy,ACTIVE
LOG008265,D041,DEL01378,2025-10-03 09:38:44,91.46,0.87,windy,ACTIVE
LOG008266,D041,DEL01378,2025-10-03 09:40:01,90.78,0.651,windy,ACTIVE
LOG008267,D041,DEL01378,2025-10-03 09:41:19,,0.189,windy,ACTIVE
LOG008268,D041,DEL01378,2025-10-03 09:42:36,89.43,0.156,windy,FAILED
LOG008269,D096,DEL01379,2026-01-20 23:22:44,99.58,0.721,storm,ACTIVE
LOG008270,D096,DEL01379,2026-01-20 23:34:41,93.05,0.717,storm,ACTIVE
LOG008271,D096,DEL01379,2026-01-20 23:46:39,86.52,0.754,storm,ACTIVE
LOG008272,D096,DEL01379,2026-01-20 23:58:36,79.99,0.831,storm,ACTIVE
LOG008273,D096,DEL01379,2026-01-21 00:10:34,73.45,0.602,storm,ACTIVE
LOG008274,D096,DEL01379,2026-01-21 00:22:31,66.92,0.912,windy,COMPLETED
LOG008275,D086,DEL01380,2026-03-19 13:08:38,76.7,0.93,heavy_rain,ACTIVE
LOG008276,D086,DEL01380,2026-03-19 13:13:56,73.78,0.957,heavy_rain,ACTIVE
LOG008277,D086,DEL01380,2026-03-19 13:19:14,70.86,0.834,heavy_rain,ACTIVE
LOG008278,D086,DEL01380,2026-03-19 13:24:32,67.95,0.595,heavy_rain,ACTIVE
LOG008279,D086,DEL01380,2026-03-19 13:29:51,65.03,0.6,heavy_rain,ACTIVE
LOG008280,D086,DEL01380,2026-03-19 13:35:09,,0.699,heavy_rain,COMPLETED
LOG008281,D067,DEL01381,2026-02-11 15:26:18,92.74,0.684,windy,ACTIVE
LOG008282,D067,DEL01381,2026-02-11 15:35:22,86.46,0.585,windy,ACTIVE
LOG008283,D067,DEL01381,2026-02-11 15:44:27,80.17,0.821,clear,ACTIVE
LOG008284,D067,DEL01381,2026-02-11 15:53:31,73.89,0.969,cloudy,ACTIVE
LOG008285,D067,DEL01381,2026-02-11 16:02:36,67.61,0.988,windy,ACTIVE
LOG008286,D067,DEL01381,2026-02-11 16:11:40,61.33,0.945,windy,COMPLETED
LOG008287,D056,DEL01382,2026-02-06 11:48:26,83.53,0.744,windy,ACTIVE
LOG008288,D056,DEL01382,2026-02-06 11:49:36,82.78,0.904,windy,ACTIVE
LOG008289,D056,DEL01382,2026-02-06 11:50:46,82.02,0.739,windy,ACTIVE
LOG008290,D056,DEL01382,2026-02-06 11:51:57,81.27,0.731,windy,ACTIVE
LOG008291,D056,DEL01382,2026-02-06 11:53:07,80.52,0.842,windy,ACTIVE
LOG008292,D056,DEL01382,2026-02-06 11:54:18,79.77,0.913,windy,COMPLETED
LOG008293,D045,DEL01383,2026-02-06 21:06:56,77.57,0.803,storm,ACTIVE
LOG008294,D045,DEL01383,2026-02-06 21:08:47,75.37,0.609,storm,ACTIVE
LOG008295,D045,DEL01383,2026-02-06 21:10:39,73.16,0.953,storm,ACTIVE
LOG008296,D045,DEL01383,2026-02-06 21:12:31,70.96,0.598,storm,ACTIVE
LOG008297,D045,DEL01383,2026-02-06 21:14:23,68.76,0.07,storm,ACTIVE
LOG008298,D045,DEL01383,2026-02-06 21:16:14,66.55,0.183,storm,FAILED
LOG008299,D072,DEL01384,2026-03-23 05:18:34,98.19,0.558,clear,ACTIVE
LOG008300,D072,DEL01384,2026-03-23 05:25:45,94.4,0.635,clear,ACTIVE
LOG008301,D072,DEL01384,2026-03-23 05:32:57,90.61,0.745,clear,ACTIVE
LOG008302,D072,DEL01384,2026-03-23 05:40:08,86.83,0.773,clear,ACTIVE
LOG008303,D072,DEL01384,2026-03-23 05:47:20,83.04,0.661,clear,ACTIVE
LOG008304,D072,DEL01384,2026-03-23 05:54:31,,0.931,clear,COMPLETED
LOG008305,D002,DEL01385,2026-02-02 22:27:19,,0.946,cloudy,ACTIVE
LOG008306,D002,DEL01385,2026-02-02 22:33:34,72.57,0.68,cloudy,ACTIVE
LOG008307,D002,DEL01385,2026-02-02 22:39:50,69.25,0.621,cloudy,ACTIVE
LOG008308,D002,DEL01385,2026-02-02 22:46:06,65.93,0.778,cloudy,ACTIVE
LOG008309,D002,DEL01385,2026-02-02 22:52:21,62.61,0.643,cloudy,ACTIVE
LOG008310,D002,DEL01385,2026-02-02 22:58:37,59.29,0.827,cloudy,COMPLETED
LOG008311,D061,DEL01386,2026-03-15 10:00:26,75.63,0.648,windy,ACTIVE
LOG008312,D061,DEL01386,2026-03-15 10:07:09,71.96,0.794,windy,ACTIVE
LOG008313,D061,DEL01386,2026-03-15 10:13:52,68.28,0.858,windy,ACTIVE
LOG008314,D061,DEL01386,2026-03-15 10:20:36,64.6,0.731,windy,ACTIVE
LOG008315,D061,DEL01386,2026-03-15 10:27:19,60.92,0.963,windy,ACTIVE
LOG008316,D061,DEL01386,2026-03-15 10:34:03,57.24,0.811,windy,COMPLETED
LOG008317,D022,DEL01387,2025-10-15 12:53:50,84.56,0.557,storm,ACTIVE
LOG008318,D022,DEL01387,2025-10-15 12:55:52,83.71,0.878,storm,ACTIVE
LOG008319,D022,DEL01387,2025-10-15 12:57:54,82.86,0.902,storm,ACTIVE
LOG008320,D022,DEL01387,2025-10-15 12:59:57,82.01,0.658,,ACTIVE
LOG008321,D022,DEL01387,2025-10-15 13:01:59,81.17,0.748,storm,ACTIVE
LOG008322,D022,DEL01387,2025-10-15 13:04:02,80.32,0.705,cloudy,COMPLETED
LOG008323,D031,DEL01388,2025-12-04 06:04:54,98.08,0.643,cloudy,ACTIVE
LOG008324,D031,DEL01388,2025-12-04 06:10:31,88.28,0.921,cloudy,ACTIVE
LOG008325,D031,DEL01388,2025-12-04 06:16:09,78.49,0.754,cloudy,ACTIVE
LOG008326,D031,DEL01388,2025-12-04 06:21:46,68.69,0.902,cloudy,ACTIVE
LOG008327,D031,DEL01388,2025-12-04 06:27:24,58.9,0.912,cloudy,ACTIVE
LOG008328,D031,DEL01388,2025-12-04 06:33:01,49.11,0.801,cloudy,FAILED
LOG008329,D065,DEL01389,2025-11-13 05:53:15,79.37,0.701,clear,ACTIVE
LOG008330,D065,DEL01389,2025-11-13 05:58:28,76.51,0.714,clear,ACTIVE
LOG008331,D065,DEL01389,2025-11-13 06:03:41,73.64,0.995,clear,ACTIVE
LOG008332,D065,DEL01389,2025-11-13 06:08:54,70.78,0.962,clear,ACTIVE
LOG008333,D065,DEL01389,2025-11-13 06:14:07,67.92,0.663,clear,ACTIVE
LOG008334,D065,DEL01389,2025-11-13 06:19:20,65.05,0.794,clear,COMPLETED
LOG008335,D049,DEL01390,2025-12-18 07:24:25,98.45,0.828,cloudy,ACTIVE
LOG008336,D049,DEL01390,2025-12-18 07:31:16,94.64,0.685,windy,ACTIVE
LOG008337,D049,DEL01390,2025-12-18 07:38:08,90.83,0.67,cloudy,ACTIVE
LOG008338,D049,DEL01390,2025-12-18 07:44:59,87.02,0.835,cloudy,ACTIVE
LOG008339,D049,DEL01390,2025-12-18 07:51:51,83.21,0.9,cloudy,ACTIVE
LOG008340,D049,DEL01390,2025-12-18 07:58:43,79.4,0.954,cloudy,COMPLETED
LOG008341,D059,DEL01391,2025-12-26 06:04:12,85.33,0.569,cloudy,ACTIVE
LOG008342,D059,DEL01391,2025-12-26 06:09:01,83.17,0.996,cloudy,ACTIVE
LOG008343,D059,DEL01391,2025-12-26 06:13:50,81.01,0.818,cloudy,ACTIVE
LOG008344,D059,DEL01391,2025-12-26 06:18:39,78.84,0.874,heavy_rain,ACTIVE
LOG008345,D059,DEL01391,2025-12-26 06:23:28,76.68,0.697,cloudy,ACTIVE
LOG008346,D059,DEL01391,2025-12-26 06:28:17,74.52,0.569,cloudy,COMPLETED
LOG008347,D012,DEL01392,2026-03-16 07:59:42,79.64,0.631,clear,ACTIVE
LOG008348,D012,DEL01392,2026-03-16 08:06:25,74.61,0.728,clear,ACTIVE
LOG008349,D012,DEL01392,2026-03-16 08:13:08,69.58,0.611,clear,ACTIVE
LOG008350,D012,DEL01392,2026-03-16 08:19:51,64.54,0.68,clear,ACTIVE
LOG008351,D012,DEL01392,2026-03-16 08:26:34,59.51,0.973,clear,ACTIVE
LOG008352,D012,DEL01392,2026-03-16 08:33:17,54.48,0.928,clear,COMPLETED
LOG008353,D041,DEL01393,2025-10-24 01:12:50,91.68,0.636,storm,ACTIVE
LOG008354,D041,DEL01393,2025-10-24 01:14:38,90.13,0.602,storm,ACTIVE
LOG008355,D041,DEL01393,2025-10-24 01:16:26,88.59,0.788,storm,ACTIVE
LOG008356,D041,DEL01393,2025-10-24 01:18:15,87.05,0.671,storm,ACTIVE
LOG008357,D041,DEL01393,2025-10-24 01:20:03,85.51,0.833,storm,ACTIVE
LOG008358,D041,DEL01393,2025-10-24 01:21:51,83.96,0.995,heavy_rain,FAILED
LOG008359,D084,DEL01394,2025-10-04 10:48:36,87.92,0.65,cloudy,ACTIVE
LOG008360,D084,DEL01394,2025-10-04 10:52:50,85.42,0.949,cloudy,ACTIVE
LOG008361,D084,DEL01394,2025-10-04 10:57:05,82.93,0.612,cloudy,ACTIVE
LOG008362,D084,DEL01394,2025-10-04 11:01:20,80.44,0.597,cloudy,ACTIVE
LOG008363,D084,DEL01394,2025-10-04 11:05:35,77.94,0.746,cloudy,ACTIVE
LOG008364,D084,DEL01394,2025-10-04 11:09:50,75.45,0.838,cloudy,COMPLETED
LOG008365,D053,DEL01395,2025-10-07 22:59:20,89.23,,cloudy,ACTIVE
LOG008366,D053,DEL01395,2025-10-07 23:03:25,88.0,0.828,cloudy,ACTIVE
LOG008367,D053,DEL01395,2025-10-07 23:07:31,86.76,0.821,cloudy,ACTIVE
LOG008368,D053,DEL01395,2025-10-07 23:11:36,85.53,0.914,cloudy,ACTIVE
LOG008369,D053,DEL01395,2025-10-07 23:15:42,84.29,0.77,cloudy,ACTIVE
LOG008370,D053,DEL01395,2025-10-07 23:19:48,83.06,0.817,cloudy,COMPLETED
LOG008371,D001,DEL01396,2026-03-10 09:00:49,93.92,0.606,clear,ACTIVE
LOG008372,D001,DEL01396,2026-03-10 09:11:34,88.38,0.656,clear,ACTIVE
LOG008373,D001,DEL01396,2026-03-10 09:22:19,82.83,0.611,clear,ACTIVE
LOG008374,D001,DEL01396,2026-03-10 09:33:04,77.28,0.728,clear,ACTIVE
LOG008375,D001,DEL01396,2026-03-10 09:43:49,71.73,0.895,clear,ACTIVE
LOG008376,D001,DEL01396,2026-03-10 09:54:34,66.18,0.559,clear,COMPLETED
LOG008377,D078,DEL01397,2026-01-29 05:03:26,98.53,0.845,cloudy,ACTIVE
LOG008378,D078,DEL01397,2026-01-29 05:06:48,97.25,0.792,cloudy,ACTIVE
LOG008379,D078,DEL01397,2026-01-29 05:10:11,95.97,0.595,cloudy,ACTIVE
LOG008380,D078,DEL01397,2026-01-29 05:13:33,94.69,0.782,cloudy,ACTIVE
LOG008381,D078,DEL01397,2026-01-29 05:16:56,93.41,0.887,cloudy,ACTIVE
LOG008382,D078,DEL01397,2026-01-29 05:20:18,92.13,0.99,cloudy,COMPLETED
LOG008383,D066,DEL01398,2026-01-18 04:39:35,83.63,0.779,storm,ACTIVE
LOG008384,D066,DEL01398,2026-01-18 04:42:07,81.76,0.975,storm,ACTIVE
LOG008385,D066,DEL01398,2026-01-18 04:44:40,79.9,0.847,storm,ACTIVE
LOG008386,D066,DEL01398,2026-01-18 04:47:13,78.04,0.704,storm,ACTIVE
LOG008387,D066,DEL01398,2026-01-18 04:49:46,76.17,0.701,storm,ACTIVE
LOG008388,D066,DEL01398,2026-01-18 04:52:19,74.31,0.591,storm,COMPLETED
LOG008389,D086,DEL01399,2025-12-28 14:04:58,84.78,0.89,cloudy,ACTIVE
LOG008390,D086,DEL01399,2025-12-28 14:07:03,83.87,0.795,cloudy,ACTIVE
LOG008391,D086,DEL01399,2025-12-28 14:09:08,82.95,0.994,cloudy,ACTIVE
LOG008392,D086,DEL01399,2025-12-28 14:11:13,82.04,0.934,cloudy,ACTIVE
LOG008393,D086,DEL01399,2025-12-28 14:13:18,81.12,0.687,cloudy,ACTIVE
LOG008394,D086,DEL01399,2025-12-28 14:15:23,80.21,0.565,cloudy,COMPLETED
LOG008395,D007,DEL01400,2026-03-08 13:34:44,94.84,0.607,cloudy,ACTIVE
LOG008396,D007,DEL01400,2026-03-08 13:51:28,87.47,0.901,cloudy,ACTIVE
LOG008397,D007,DEL01400,2026-03-08 14:08:12,80.11,0.606,cloudy,ACTIVE
LOG008398,D007,DEL01400,2026-03-08 14:24:57,72.75,0.666,cloudy,ACTIVE
LOG008399,D007,DEL01400,2026-03-08 14:41:41,10.18,0.579,cloudy,ACTIVE
LOG008400,D007,DEL01400,2026-03-08 14:58:26,7.21,0.672,cloudy,FAILED
LOG008401,D059,DEL01401,2025-12-04 11:06:16,82.15,0.72,heavy_rain,ACTIVE
LOG008402,D059,DEL01401,2025-12-04 11:09:05,80.6,1.0,heavy_rain,ACTIVE
LOG008403,D059,DEL01401,2025-12-04 11:11:54,79.04,0.576,clear,ACTIVE
LOG008404,D059,DEL01401,2025-12-04 11:14:44,77.49,0.943,heavy_rain,ACTIVE
LOG008405,D059,DEL01401,2025-12-04 11:17:33,75.94,0.557,storm,ACTIVE
LOG008406,D059,DEL01401,2025-12-04 11:20:22,74.39,0.974,storm,FAILED
LOG008407,D080,DEL01402,2026-01-25 11:58:30,82.87,0.587,windy,ACTIVE
LOG008408,D080,DEL01402,2026-01-25 12:07:04,79.58,0.661,windy,ACTIVE
LOG008409,D080,DEL01402,2026-01-25 12:15:39,76.28,0.733,windy,ACTIVE
LOG008410,D080,DEL01402,2026-01-25 12:24:13,72.99,0.609,windy,ACTIVE
LOG008411,D080,DEL01402,2026-01-25 12:32:48,69.7,0.791,windy,ACTIVE
LOG008412,D080,DEL01402,2026-01-25 12:41:22,66.4,0.888,windy,COMPLETED
LOG008413,D085,DEL01403,2025-12-10 13:04:31,94.07,0.69,,ACTIVE
LOG008414,D085,DEL01403,2025-12-10 13:10:07,91.47,0.557,heavy_rain,ACTIVE
LOG008415,D085,DEL01403,2025-12-10 13:15:43,88.86,0.823,heavy_rain,ACTIVE
LOG008416,D085,DEL01403,2025-12-10 13:21:20,86.26,0.73,heavy_rain,ACTIVE
LOG008417,D085,DEL01403,2025-12-10 13:26:56,83.65,0.609,heavy_rain,ACTIVE
LOG008418,D085,DEL01403,2025-12-10 13:32:33,81.05,0.749,heavy_rain,COMPLETED
LOG008419,D013,DEL01404,2026-02-25 10:41:14,96.49,0.992,windy,ACTIVE
LOG008420,D013,DEL01404,2026-02-25 10:44:47,95.09,0.654,windy,ACTIVE
LOG008421,D013,DEL01404,2026-02-25 10:48:20,93.69,0.881,windy,ACTIVE
LOG008422,D013,DEL01404,2026-02-25 10:51:54,92.28,,windy,ACTIVE
LOG008423,D013,DEL01404,2026-02-25 10:55:27,90.88,0.953,windy,ACTIVE
LOG008424,D013,DEL01404,2026-02-25 10:59:00,89.48,0.871,windy,COMPLETED
LOG008425,D044,DEL01405,2025-12-08 23:04:03,92.53,0.753,clear,ACTIVE
LOG008426,D044,DEL01405,2025-12-08 23:20:47,83.63,0.941,clear,ACTIVE
LOG008427,D044,DEL01405,2025-12-08 23:37:32,74.72,0.712,clear,ACTIVE
LOG008428,D044,DEL01405,2025-12-08 23:54:17,65.82,0.964,clear,ACTIVE
LOG008429,D044,DEL01405,2025-12-09 00:11:02,56.92,0.648,storm,ACTIVE
LOG008430,D044,DEL01405,2025-12-09 00:27:47,,0.639,clear,COMPLETED
LOG008431,D067,DEL01406,2025-12-12 14:27:19,79.78,0.626,cloudy,ACTIVE
LOG008432,D067,DEL01406,2025-12-12 14:34:54,73.75,0.732,cloudy,ACTIVE
LOG008433,D067,DEL01406,2025-12-12 14:42:30,67.71,0.695,cloudy,ACTIVE
LOG008434,D067,DEL01406,2025-12-12 14:50:05,61.68,0.801,cloudy,ACTIVE
LOG008435,D067,DEL01406,2025-12-12 14:57:41,55.65,0.615,windy,ACTIVE
LOG008436,D067,DEL01406,2025-12-12 15:05:16,49.62,0.94,cloudy,COMPLETED
LOG008437,D022,DEL01407,2026-01-04 14:51:12,85.94,0.676,windy,ACTIVE
LOG008438,D022,DEL01407,2026-01-04 15:02:53,80.64,0.711,cloudy,ACTIVE
LOG008439,D022,DEL01407,2026-01-04 15:14:35,75.33,0.586,windy,ACTIVE
LOG008440,D022,DEL01407,2026-01-04 15:26:16,70.02,0.676,windy,ACTIVE
LOG008441,D022,DEL01407,2026-01-04 15:37:58,64.72,0.676,cloudy,ACTIVE
LOG008442,D022,DEL01407,2026-01-04 15:49:39,59.41,0.881,windy,COMPLETED
LOG008443,D092,DEL01408,2026-02-22 04:21:05,95.04,0.696,heavy_rain,ACTIVE
LOG008444,D092,DEL01408,2026-02-22 04:25:53,93.08,0.909,storm,ACTIVE
LOG008445,D092,DEL01408,2026-02-22 04:30:41,91.13,0.601,heavy_rain,ACTIVE
LOG008446,D092,DEL01408,2026-02-22 04:35:30,89.17,0.912,heavy_rain,ACTIVE
LOG008447,D092,DEL01408,2026-02-22 04:40:18,87.22,0.567,heavy_rain,ACTIVE
LOG008448,D092,DEL01408,2026-02-22 04:45:06,85.26,0.754,heavy_rain,COMPLETED
LOG008449,D033,DEL01409,2026-01-27 14:46:32,94.36,0.667,cloudy,ACTIVE
LOG008450,D033,DEL01409,2026-01-27 14:49:30,92.27,0.602,cloudy,ACTIVE
LOG008451,D033,DEL01409,2026-01-27 14:52:29,90.19,0.955,cloudy,ACTIVE
LOG008452,D033,DEL01409,2026-01-27 14:55:27,88.1,0.755,cloudy,ACTIVE
LOG008453,D033,DEL01409,2026-01-27 14:58:26,86.02,0.807,cloudy,ACTIVE
LOG008454,D033,DEL01409,2026-01-27 15:01:24,83.93,0.772,cloudy,COMPLETED
LOG008455,D016,DEL01410,2026-03-30 15:07:19,,0.894,cloudy,ACTIVE
LOG008456,D016,DEL01410,2026-03-30 15:13:36,79.18,0.696,cloudy,ACTIVE
LOG008457,D016,DEL01410,2026-03-30 15:19:53,74.35,0.899,cloudy,ACTIVE
LOG008458,D016,DEL01410,2026-03-30 15:26:10,69.53,0.764,cloudy,ACTIVE
LOG008459,D016,DEL01410,2026-03-30 15:32:28,64.7,0.96,cloudy,ACTIVE
LOG008460,D016,DEL01410,2026-03-30 15:38:45,59.87,0.604,cloudy,COMPLETED
LOG008461,D059,DEL01411,2026-03-10 02:42:02,97.67,0.85,heavy_rain,ACTIVE
LOG008462,D059,DEL01411,2026-03-10 02:45:12,96.63,0.573,heavy_rain,ACTIVE
LOG008463,D059,DEL01411,2026-03-10 02:48:23,95.6,0.799,clear,ACTIVE
LOG008464,D059,DEL01411,2026-03-10 02:51:34,94.57,0.648,heavy_rain,ACTIVE
LOG008465,D059,DEL01411,2026-03-10 02:54:45,93.53,0.83,heavy_rain,ACTIVE
LOG008466,D059,DEL01411,2026-03-10 02:57:56,92.5,0.65,heavy_rain,COMPLETED
LOG008467,D044,DEL01412,2025-10-21 22:13:29,75.82,0.652,clear,ACTIVE
LOG008468,D044,DEL01412,2025-10-21 22:15:20,74.39,0.789,clear,ACTIVE
LOG008469,D044,DEL01412,2025-10-21 22:17:12,72.97,0.919,clear,ACTIVE
LOG008470,D044,DEL01412,2025-10-21 22:19:04,71.54,0.88,clear,ACTIVE
LOG008471,D044,DEL01412,2025-10-21 22:20:55,11.18,0.92,,ACTIVE
LOG008472,D044,DEL01412,2025-10-21 22:22:47,,0.669,clear,FAILED
LOG008473,D082,DEL01413,2026-03-12 14:52:31,93.7,0.943,cloudy,ACTIVE
LOG008474,D082,DEL01413,2026-03-12 14:59:50,90.34,0.844,cloudy,ACTIVE
LOG008475,D082,DEL01413,2026-03-12 15:07:09,86.97,0.747,cloudy,ACTIVE
LOG008476,D082,DEL01413,2026-03-12 15:14:28,83.61,0.781,cloudy,ACTIVE
LOG008477,D082,DEL01413,2026-03-12 15:21:47,80.24,0.739,cloudy,ACTIVE
LOG008478,D082,DEL01413,2026-03-12 15:29:06,76.88,0.67,cloudy,COMPLETED
LOG008479,D099,DEL01414,2026-03-23 03:52:35,99.75,0.744,cloudy,ACTIVE
LOG008480,D099,DEL01414,2026-03-23 03:56:29,97.5,0.629,cloudy,ACTIVE
LOG008481,D099,DEL01414,2026-03-23 04:00:24,95.26,0.721,cloudy,ACTIVE
LOG008482,D099,DEL01414,2026-03-23 04:04:18,93.01,0.783,cloudy,ACTIVE
LOG008483,D099,DEL01414,2026-03-23 04:08:13,90.76,0.73,cloudy,ACTIVE
LOG008484,D099,DEL01414,2026-03-23 04:12:07,88.51,0.886,cloudy,COMPLETED
LOG008485,D085,DEL01415,2026-01-23 10:24:44,76.63,0.616,,ACTIVE
LOG008486,D085,DEL01415,2026-01-23 10:32:45,74.66,0.577,cloudy,ACTIVE
LOG008487,D085,DEL01415,2026-01-23 10:40:47,72.68,0.695,windy,ACTIVE
LOG008488,D085,DEL01415,2026-01-23 10:48:48,70.7,0.796,cloudy,ACTIVE
LOG008489,D085,DEL01415,2026-01-23 10:56:50,68.73,,cloudy,ACTIVE
LOG008490,D085,DEL01415,2026-01-23 11:04:52,66.75,0.59,cloudy,COMPLETED
LOG008491,D064,DEL01416,2025-10-01 20:12:53,96.92,0.904,heavy_rain,ACTIVE
