order_id,customer_id,order_date,status,region_code,is_future_dated,customer_id_missing
426,,2026-01-11 18:23:09,DELIVERED,WEST,False,True
427,136,2024-08-01 21:15:02,DELIVERED,EAST,False,False
428,505,2026-05-27 03:28:07,SHIPPED,EAST,False,False
429,444,2024-11-27 12:11:15,DELIVERED,SOUTH,False,False
430,288,2026-03-29 02:46:08,DELIVERED,EAST,False,False
431,271,2026-04-06 22:52:59,CANCELLED,EAST,False,False
432,504,2025-01-19 23:33:30,DELIVERED,WEST,False,False
433,153,2025-03-10 12:00:12,PLACED,EAST,False,False
434,479,2026-07-07 19:36:40,PLACED,EAST,False,False
435,575,2026-07-04 19:56:43,SHIPPED,SOUTH,False,False
436,96,2025-08-14 08:37:44,SHIPPED,SOUTH,False,False
437,280,2025-04-24 22:42:09,DELIVERED,NORTH,False,False
438,585,2024-09-26 08:38:01,SHIPPED,WEST,False,False
439,,2024-12-05 12:09:07,DELIVERED,CENTRAL,False,True
440,109,2025-01-23 21:09:54,PLACED,WEST,False,False
441,492,2025-07-22 08:55:08,DELIVERED,NORTH,False,False
442,45,2026-05-03 20:52:00,DELIVERED,CENTRAL,False,False
443,50,2025-08-12 13:17:24,DELIVERED,NORTH,False,False
444,561,2026-01-12 11:17:04,PLACED,EAST,False,False
445,409,2025-04-18 11:06:23,SHIPPED,WEST,False,False
446,158,2026-07-01 12:01:53,CANCELLED,EAST,False,False
447,135,2024-10-26 07:17:46,CANCELLED,CENTRAL,False,False
448,457,2026-06-09 02:57:32,DELIVERED,CENTRAL,False,False
449,433,2025-03-15 11:50:56,DELIVERED,WEST,False,False
450,526,2026-05-20 01:27:35,DELIVERED,SOUTH,False,False
451,540,2024-10-07 10:37:56,DELIVERED,WEST,False,False
452,490,2024-12-14 12:20:49,DELIVERED,EAST,False,False
453,536,2024-08-12 03:26:20,DELIVERED,NORTH,False,False
454,523,2024-10-23 18:37:56,DELIVERED,CENTRAL,False,False
455,364,2024-10-04 00:35:24,DELIVERED,NORTH,False,False
456,474,2025-03-09 01:12:41,CANCELLED,NORTH,False,False
457,305,2026-05-06 19:33:37,DELIVERED,WEST,False,False
458,272,2025-03-16 19:00:49,SHIPPED,NORTH,False,False
459,266,2024-11-11 00:00:00,DELIVERED,NORTH,False,False
460,,2026-06-10 04:19:05,DELIVERED,WEST,False,True
461,499,2025-12-11 08:56:37,DELIVERED,WEST,False,False
462,90,2024-06-20 13:19:54,SHIPPED,NORTH,False,False
463,193,2025-04-20 00:38:25,DELIVERED,SOUTH,False,False
464,447,2025-03-22 13:48:24,PLACED,WEST,False,False
465,,2025-02-12 00:51:41,RETURNED,WEST,False,True
466,,2026-04-28 07:10:53,DELIVERED,SOUTH,False,True
467,402,2024-06-11 05:34:28,SHIPPED,WEST,False,False
468,508,2025-08-24 16:51:37,PLACED,WEST,False,False
469,500,2024-09-01 07:14:04,DELIVERED,WEST,False,False
470,567,2026-03-09 00:00:41,CANCELLED,NORTH,False,False
471,356,2026-04-07 15:50:00,PLACED,EAST,False,False
472,481,2025-05-25 13:25:52,DELIVERED,CENTRAL,False,False
473,348,2026-05-27 17:43:34,SHIPPED,EAST,False,False
474,400,2025-12-10 15:18:03,DELIVERED,SOUTH,False,False
475,290,2024-10-10 21:28:00,DELIVERED,SOUTH,False,False
476,161,2024-11-02 17:57:48,DELIVERED,WEST,False,False
477,215,2024-06-27 03:57:27,DELIVERED,EAST,False,False
478,163,2024-07-18 15:55:41,CANCELLED,EAST,False,False
479,233,2025-05-13 02:53:27,DELIVERED,EAST,False,False
480,48,2025-07-19 12:47:45,CANCELLED,CENTRAL,False,False
481,107,2026-04-10 03:21:45,DELIVERED,NORTH,False,False
482,105,2024-08-03 04:44:02,DELIVERED,SOUTH,False,False
483,211,2025-01-28 22:35:51,DELIVERED,WEST,False,False
484,511,2024-10-31 05:57:27,SHIPPED,EAST,False,False
485,142,2025-04-08 15:01:01,DELIVERED,WEST,False,False
486,7,2026-06-04 19:26:56,DELIVERED,CENTRAL,False,False
487,273,2026-03-05 16:38:32,DELIVERED,SOUTH,False,False
488,543,2025-05-19 11:14:30,SHIPPED,WEST,False,False
489,420,2025-12-12 23:55:33,RETURNED,WEST,False,False
490,11,2024-09-15 02:10:29,PLACED,EAST,False,False
491,169,2026-01-30 22:01:44,DELIVERED,SOUTH,False,False
492,60,2025-09-01 09:24:20,DELIVERED,CENTRAL,False,False
493,322,2024-06-11 06:36:59,CANCELLED,CENTRAL,False,False
494,151,2026-04-23 03:08:00,DELIVERED,CENTRAL,False,False
495,453,2026-02-17 09:03:56,DELIVERED,EAST,False,False
496,551,2024-12-11 17:49:51,DELIVERED,CENTRAL,False,False
497,96,2025-09-27 00:00:00,DELIVERED,SOUTH,False,False
498,553,2025-06-08 21:47:56,CANCELLED,EAST,False,False
499,518,2024-08-31 02:56:20,CANCELLED,EAST,False,False
500,363,2024-12-09 19:00:35,DELIVERED,CENTRAL,False,False
501,465,2025-05-31 18:20:46,CANCELLED,CENTRAL,False,False
502,547,2025-05-28 06:06:31,DELIVERED,EAST,False,False
503,587,2026-01-06 16:23:55,DELIVERED,SOUTH,False,False
504,529,2025-12-12 05:01:47,DELIVERED,SOUTH,False,False
505,422,2024-09-03 14:44:53,DELIVERED,SOUTH,False,False
506,457,2026-02-14 15:44:47,DELIVERED,CENTRAL,False,False
507,271,2026-03-18 18:19:24,RETURNED,WEST,False,False
508,427,2025-01-09 05:36:56,DELIVERED,WEST,False,False
509,133,2024-11-29 09:31:37,DELIVERED,WEST,False,False
510,161,2025-12-24 17:41:49,RETURNED,NORTH,False,False
511,419,2025-12-25 03:09:48,DELIVERED,NORTH,False,False
512,121,2026-01-01 00:00:00,DELIVERED,WEST,False,False
513,147,2026-03-16 04:14:22,PLACED,EAST,False,False
514,221,2026-06-28 07:32:54,PLACED,CENTRAL,False,False
515,46,2025-09-23 02:31:22,DELIVERED,EAST,False,False
516,487,2024-12-22 07:30:03,DELIVERED,CENTRAL,False,False
517,461,2025-01-16 10:28:24,CANCELLED,EAST,False,False
518,420,2026-02-03 05:28:24,DELIVERED,NORTH,False,False
519,454,2024-10-14 12:38:00,CANCELLED,NORTH,False,False
520,317,2024-12-08 06:54:46,DELIVERED,NORTH,False,False
521,555,2024-08-20 03:17:59,RETURNED,CENTRAL,False,False
522,488,2024-06-27 23:50:49,SHIPPED,CENTRAL,False,False
523,20,2025-04-14 16:57:59,SHIPPED,CENTRAL,False,False
524,547,2026-02-13 04:06:36,DELIVERED,WEST,False,False
525,24,2025-03-06 09:49:34,DELIVERED,CENTRAL,False,False
526,264,2024-10-31 07:25:34,DELIVERED,EAST,False,False
527,262,2025-01-24 14:00:47,DELIVERED,WEST,False,False
528,61,2025-10-17 07:42:58,SHIPPED,NORTH,False,False
529,102,2026-03-02 07:08:59,CANCELLED,EAST,False,False
530,124,2025-06-06 05:47:29,DELIVERED,CENTRAL,False,False
531,521,2026-01-18 03:39:18,RETURNED,EAST,False,False
532,476,2024-09-08 16:27:32,DELIVERED,WEST,False,False
533,20,2024-11-03 16:32:43,SHIPPED,CENTRAL,False,False
534,129,2026-02-20 20:35:13,DELIVERED,CENTRAL,False,False
535,146,2025-02-15 06:30:55,DELIVERED,CENTRAL,False,False
536,569,2024-05-31 13:19:19,CANCELLED,CENTRAL,False,False
537,,2026-06-18 01:12:24,DELIVERED,EAST,False,True
538,390,2025-04-25 12:02:56,DELIVERED,CENTRAL,False,False
539,166,2024-09-15 15:22:26,DELIVERED,WEST,False,False
540,144,2025-08-07 02:57:37,CANCELLED,SOUTH,False,False
541,326,2025-11-13 06:22:05,DELIVERED,WEST,False,False
542,330,2026-05-14 00:00:00,RETURNED,EAST,False,False
543,137,2024-06-02 04:20:12,DELIVERED,NORTH,False,False
544,178,2026-06-28 14:22:23,DELIVERED,CENTRAL,False,False
545,80,2026-04-21 13:23:34,DELIVERED,EAST,False,False
546,386,2025-12-07 01:55:48,DELIVERED,NORTH,False,False
547,380,2026-04-20 15:03:23,PLACED,NORTH,False,False
548,367,2025-09-12 23:18:53,CANCELLED,SOUTH,False,False
549,506,2024-07-26 03:51:21,DELIVERED,CENTRAL,False,False
550,201,2026-02-04 07:09:47,SHIPPED,EAST,False,False
551,506,2025-03-27 00:16:43,DELIVERED,CENTRAL,False,False
552,579,2024-12-15 05:22:19,DELIVERED,SOUTH,False,False
553,584,2025-07-30 03:41:17,SHIPPED,NORTH,False,False
554,546,2026-05-05 03:35:33,PLACED,WEST,False,False
555,54,2025-10-13 18:17:07,DELIVERED,WEST,False,False
556,531,2025-12-12 12:38:49,DELIVERED,NORTH,False,False
557,,2026-03-13 00:00:00,DELIVERED,EAST,False,True
558,200,2024-07-08 09:56:03,RETURNED,SOUTH,False,False
559,434,2025-06-22 08:05:06,SHIPPED,EAST,False,False
560,,2026-04-01 00:13:25,CANCELLED,CENTRAL,False,True
561,343,2025-06-17 22:33:10,SHIPPED,SOUTH,False,False
562,56,2025-06-01 18:26:36,RETURNED,CENTRAL,False,False
563,98,2024-12-09 21:51:52,PLACED,NORTH,False,False
564,387,2024-09-08 00:25:39,DELIVERED,NORTH,False,False
565,453,2026-03-31 20:07:28,PLACED,NORTH,False,False
566,302,2026-02-12 23:49:48,PLACED,WEST,False,False
567,11,2026-05-21 02:58:09,DELIVERED,CENTRAL,False,False
568,348,2024-07-09 08:18:33,DELIVERED,EAST,False,False
569,111,2024-09-11 22:14:25,DELIVERED,SOUTH,False,False
570,130,2025-07-02 03:02:18,DELIVERED,WEST,False,False
571,456,2024-12-29 20:48:37,DELIVERED,NORTH,False,False
572,599,2025-12-06 17:38:58,DELIVERED,CENTRAL,False,False
573,151,2025-11-13 16:15:01,DELIVERED,NORTH,False,False
574,149,2024-08-22 19:54:26,DELIVERED,SOUTH,False,False
575,207,2025-11-11 13:58:43,SHIPPED,WEST,False,False
576,479,2025-10-26 09:59:47,CANCELLED,CENTRAL,False,False
577,307,2025-02-06 02:14:11,SHIPPED,NORTH,False,False
578,4,2025-05-22 17:14:14,DELIVERED,SOUTH,False,False
579,340,2026-01-03 23:00:28,SHIPPED,SOUTH,False,False
580,7,2024-09-21 12:53:48,DELIVERED,CENTRAL,False,False
581,298,2025-12-10 02:23:20,PLACED,NORTH,False,False
582,291,2025-07-11 00:01:30,DELIVERED,EAST,False,False
583,252,2024-07-02 09:16:51,SHIPPED,EAST,False,False
584,22,2024-12-29 04:48:35,DELIVERED,NORTH,False,False
585,216,2025-06-07 01:26:18,DELIVERED,EAST,False,False
586,540,2026-04-03 18:10:52,CANCELLED,NORTH,False,False
587,134,2025-03-23 18:23:47,DELIVERED,EAST,False,False
588,440,2025-06-13 21:28:16,RETURNED,CENTRAL,False,False
589,549,2025-01-15 18:58:34,DELIVERED,NORTH,False,False
590,287,2026-06-28 14:53:32,SHIPPED,NORTH,False,False
591,67,2026-01-22 22:00:26,DELIVERED,CENTRAL,False,False
592,532,2025-10-11 22:26:09,DELIVERED,CENTRAL,False,False
593,507,2026-02-11 20:21:10,DELIVERED,CENTRAL,False,False
594,213,2025-04-10 08:24:25,DELIVERED,SOUTH,False,False
595,314,2026-01-05 18:40:18,DELIVERED,EAST,False,False
596,87,2024-10-07 12:47:47,DELIVERED,CENTRAL,False,False
597,,2025-11-03 12:55:51,DELIVERED,WEST,False,True
598,377,2025-10-04 11:22:41,DELIVERED,NORTH,False,False
599,240,2024-09-24 21:19:34,DELIVERED,NORTH,False,False
600,514,2024-09-28 09:58:44,DELIVERED,SOUTH,False,False
601,74,2025-04-06 03:58:16,DELIVERED,EAST,False,False
602,282,2024-12-30 03:59:03,RETURNED,CENTRAL,False,False
603,9,2025-08-10 19:57:11,CANCELLED,WEST,False,False
604,594,2024-06-17 11:19:05,DELIVERED,CENTRAL,False,False
605,153,2025-05-18 12:44:28,SHIPPED,SOUTH,False,False
606,529,2026-05-28 03:49:53,DELIVERED,WEST,False,False
607,88,2025-03-17 19:25:37,DELIVERED,WEST,False,False
608,461,2024-07-15 18:21:40,DELIVERED,CENTRAL,False,False
609,313,2024-06-14 00:56:22,DELIVERED,EAST,False,False
610,430,2026-02-15 14:40:32,DELIVERED,CENTRAL,False,False
611,24,2024-07-19 00:50:17,RETURNED,SOUTH,False,False
612,339,2026-01-27 05:16:55,RETURNED,SOUTH,False,False
613,66,2025-03-18 13:46:29,DELIVERED,EAST,False,False
614,463,2025-09-15 06:00:22,PLACED,NORTH,False,False
615,,2026-06-28 00:49:30,PLACED,SOUTH,False,True
616,396,2025-05-27 00:20:22,DELIVERED,CENTRAL,False,False
617,59,2024-06-16 03:51:55,SHIPPED,WEST,False,False
618,114,2026-03-10 23:34:29,DELIVERED,NORTH,False,False
619,212,2025-04-14 12:11:40,DELIVERED,WEST,False,False
620,589,2025-04-10 07:22:33,DELIVERED,WEST,False,False
621,8,2026-04-22 10:04:40,PLACED,WEST,False,False
622,253,2026-07-01 00:00:00,DELIVERED,CENTRAL,False,False
623,94,2026-05-08 20:20:38,DELIVERED,EAST,False,False
624,180,2025-03-04 23:09:25,CANCELLED,WEST,False,False
625,188,2024-10-25 09:46:19,DELIVERED,NORTH,False,False
626,162,2025-08-26 10:25:57,DELIVERED,NORTH,False,False
627,223,2026-02-27 21:33:39,RETURNED,CENTRAL,False,False
628,378,2024-11-09 11:03:21,DELIVERED,EAST,False,False
629,169,2024-08-07 08:07:10,DELIVERED,NORTH,False,False
630,473,2026-02-09 00:00:00,CANCELLED,WEST,False,False
631,257,2024-12-28 00:21:52,DELIVERED,WEST,False,False
632,70,2025-06-10 09:21:37,DELIVERED,WEST,False,False
633,286,2025-02-19 00:01:20,CANCELLED,CENTRAL,False,False
634,302,2026-01-27 03:55:32,SHIPPED,NORTH,False,False
635,158,2025-03-02 10:05:33,SHIPPED,NORTH,False,False
636,546,2024-08-12 04:28:24,CANCELLED,CENTRAL,False,False
637,106,2025-09-20 00:00:00,DELIVERED,CENTRAL,False,False
638,387,2025-06-21 21:28:57,DELIVERED,SOUTH,False,False
639,17,2024-06-21 14:50:05,DELIVERED,SOUTH,False,False
640,65,2024-10-27 01:37:42,DELIVERED,SOUTH,False,False
641,46,2024-11-13 06:44:38,CANCELLED,EAST,False,False
642,195,2026-02-02 17:03:01,RETURNED,NORTH,False,False
643,109,2025-02-23 00:00:00,PLACED,EAST,False,False
644,218,2024-09-09 13:15:55,DELIVERED,EAST,False,False
645,,2025-05-04 12:32:21,DELIVERED,CENTRAL,False,True
646,105,2025-02-20 08:27:32,DELIVERED,NORTH,False,False
647,398,2024-12-22 12:02:35,DELIVERED,EAST,False,False
648,494,2024-06-26 09:59:41,DELIVERED,CENTRAL,False,False
649,524,2025-05-26 01:26:59,DELIVERED,NORTH,False,False
650,128,2026-03-26 15:33:30,DELIVERED,CENTRAL,False,False
651,141,2025-09-02 18:35:55,SHIPPED,WEST,False,False
652,39,2026-04-19 07:18:42,DELIVERED,EAST,False,False
653,326,2024-07-30 12:40:25,DELIVERED,WEST,False,False
654,296,2025-05-20 18:06:44,CANCELLED,EAST,False,False
655,211,2025-06-19 18:42:48,CANCELLED,SOUTH,False,False
656,391,2025-03-11 03:04:16,DELIVERED,NORTH,False,False
657,504,2025-03-24 23:37:55,PLACED,SOUTH,False,False
658,129,2025-04-12 11:35:24,SHIPPED,NORTH,False,False
659,479,2025-04-01 20:41:08,SHIPPED,SOUTH,False,False
660,311,2026-04-26 08:45:40,RETURNED,SOUTH,False,False
661,493,2025-12-09 14:11:10,DELIVERED,SOUTH,False,False
662,433,2026-04-03 00:00:00,DELIVERED,WEST,False,False
663,391,2024-10-06 07:08:44,DELIVERED,EAST,False,False
664,157,2025-02-26 22:32:43,DELIVERED,WEST,False,False
665,291,2026-06-15 23:10:34,PLACED,SOUTH,False,False
666,201,2025-03-20 13:45:46,PLACED,CENTRAL,False,False
667,384,2026-03-06 22:53:57,RETURNED,EAST,False,False
668,316,2024-09-17 15:48:33,DELIVERED,NORTH,False,False
669,128,2025-02-06 05:18:30,SHIPPED,WEST,False,False
670,357,2026-06-28 01:08:33,DELIVERED,EAST,False,False
671,395,2025-06-17 09:03:56,SHIPPED,NORTH,False,False
672,371,2024-07-12 21:27:46,DELIVERED,SOUTH,False,False
673,467,2025-01-13 22:15:16,DELIVERED,CENTRAL,False,False
674,,2024-10-20 09:24:35,DELIVERED,WEST,False,True
675,83,2025-03-19 07:50:27,CANCELLED,SOUTH,False,False
676,259,2026-07-16 17:27:58,RETURNED,WEST,False,False
677,422,2024-10-15 01:26:31,SHIPPED,CENTRAL,False,False
678,353,2025-07-21 21:50:32,DELIVERED,WEST,False,False
679,7,2026-07-02 20:46:19,PLACED,NORTH,False,False
680,428,2025-08-20 22:06:14,DELIVERED,SOUTH,False,False
681,191,2025-04-02 14:44:25,DELIVERED,CENTRAL,False,False
682,462,2025-04-25 05:18:35,SHIPPED,NORTH,False,False
683,197,2026-02-24 00:53:07,DELIVERED,CENTRAL,False,False
684,171,2024-10-10 03:23:27,DELIVERED,EAST,False,False
685,31,2026-06-11 00:00:00,DELIVERED,NORTH,False,False
686,273,2024-06-10 05:25:45,DELIVERED,NORTH,False,False
687,535,2026-01-03 13:50:10,DELIVERED,EAST,False,False
688,485,2026-03-28 03:11:29,DELIVERED,EAST,False,False
689,246,2026-02-08 00:05:19,DELIVERED,NORTH,False,False
690,339,2024-06-03 19:00:16,DELIVERED,WEST,False,False
691,,2024-12-06 21:50:25,CANCELLED,EAST,False,True
692,255,2026-06-07 00:00:00,DELIVERED,SOUTH,False,False
693,,2025-12-10 13:26:18,CANCELLED,EAST,False,True
694,240,2026-02-10 15:14:22,DELIVERED,NORTH,False,False
695,488,2024-11-02 01:15:38,DELIVERED,EAST,False,False
696,147,2024-07-18 07:34:02,SHIPPED,NORTH,False,False
697,562,2026-05-25 03:40:44,SHIPPED,WEST,False,False
698,494,2025-06-08 05:27:47,SHIPPED,SOUTH,False,False
699,92,2024-07-14 09:28:01,SHIPPED,EAST,False,False
700,288,2025-07-04 05:05:17,DELIVERED,NORTH,False,False
701,548,2026-07-03 05:33:10,PLACED,EAST,False,False
702,590,2024-09-07 10:57:41,DELIVERED,WEST,False,False
703,391,2026-04-08 19:08:00,CANCELLED,SOUTH,False,False
704,298,2024-10-15 11:21:31,DELIVERED,CENTRAL,False,False
705,119,2024-12-13 22:28:02,CANCELLED,WEST,False,False
706,2,2025-03-20 22:24:25,CANCELLED,WEST,False,False
707,374,2024-12-12 05:04:47,DELIVERED,CENTRAL,False,False
708,110,2026-05-15 12:30:57,DELIVERED,EAST,False,False
709,512,2025-01-14 00:24:56,DELIVERED,SOUTH,False,False
710,36,2025-09-21 20:18:25,DELIVERED,NORTH,False,False
711,588,2025-04-30 02:04:03,DELIVERED,WEST,False,False
712,342,2025-04-22 04:13:29,CANCELLED,SOUTH,False,False
713,54,2025-03-04 02:21:28,CANCELLED,WEST,False,False
714,164,2026-01-29 09:27:58,DELIVERED,WEST,False,False
715,401,2025-08-12 16:29:28,DELIVERED,SOUTH,False,False
716,562,2024-12-19 08:19:52,DELIVERED,CENTRAL,False,False
717,56,2025-09-14 08:42:02,DELIVERED,SOUTH,False,False
718,453,2025-08-25 04:18:26,CANCELLED,SOUTH,False,False
719,201,2024-06-13 04:29:05,DELIVERED,CENTRAL,False,False
720,152,2026-03-24 11:51:16,DELIVERED,SOUTH,False,False
721,99,2026-06-05 03:22:07,SHIPPED,NORTH,False,False
722,528,2026-04-03 22:02:07,RETURNED,WEST,False,False
723,122,2026-06-28 01:17:37,DELIVERED,CENTRAL,False,False
724,385,2024-10-16 04:56:44,DELIVERED,WEST,False,False
725,456,2024-12-02 09:56:19,SHIPPED,NORTH,False,False
726,522,2026-06-13 20:59:41,DELIVERED,NORTH,False,False
727,186,2026-04-03 15:53:07,DELIVERED,SOUTH,False,False
728,66,2025-03-13 05:11:35,DELIVERED,NORTH,False,False
729,550,2026-06-27 22:57:31,PLACED,CENTRAL,False,False
730,128,2025-04-17 06:48:35,RETURNED,NORTH,False,False
731,,2026-04-24 00:00:00,CANCELLED,NORTH,False,True
732,589,2025-02-04 10:21:15,PLACED,EAST,False,False
733,36,2024-12-09 17:47:28,DELIVERED,EAST,False,False
734,176,2024-05-30 03:11:24,SHIPPED,NORTH,False,False
735,532,2025-08-28 18:37:35,DELIVERED,WEST,False,False
736,503,2025-11-27 23:52:40,DELIVERED,CENTRAL,False,False
737,102,2024-08-07 11:51:44,SHIPPED,SOUTH,False,False
738,221,2025-04-30 14:33:13,DELIVERED,EAST,False,False
739,433,2025-06-30 01:52:21,DELIVERED,SOUTH,False,False
740,86,2026-03-21 17:56:59,RETURNED,SOUTH,False,False
741,73,2025-07-22 11:56:53,RETURNED,SOUTH,False,False
742,578,2025-02-08 19:58:08,DELIVERED,SOUTH,False,False
743,445,2025-06-18 11:22:57,PLACED,NORTH,False,False
744,562,2025-10-23 15:20:16,DELIVERED,EAST,False,False
745,280,2025-05-15 17:08:48,DELIVERED,NORTH,False,False
746,228,2024-11-09 02:47:07,DELIVERED,NORTH,False,False
747,314,2026-06-29 14:18:16,PLACED,EAST,False,False
748,289,2024-10-30 21:27:13,CANCELLED,SOUTH,False,False
749,399,2026-09-09 00:00:00,DELIVERED,CENTRAL,True,False
750,413,2024-12-14 04:14:11,DELIVERED,CENTRAL,False,False
751,130,2025-07-19 08:16:21,PLACED,EAST,False,False
752,256,2026-03-10 17:15:25,DELIVERED,SOUTH,False,False
753,363,2025-08-18 13:24:43,DELIVERED,WEST,False,False
754,235,2024-10-12 01:26:35,RETURNED,WEST,False,False
755,93,2024-09-26 03:19:48,DELIVERED,NORTH,False,False
756,59,2025-08-17 01:17:33,DELIVERED,WEST,False,False
757,11,2026-03-19 15:15:18,DELIVERED,SOUTH,False,False
758,528,2024-12-09 16:50:21,DELIVERED,CENTRAL,False,False
759,8,2025-11-17 00:47:33,SHIPPED,CENTRAL,False,False
760,44,2025-02-15 19:20:27,DELIVERED,CENTRAL,False,False
761,180,2024-12-23 02:29:06,DELIVERED,NORTH,False,False
762,389,2024-11-21 21:39:04,DELIVERED,SOUTH,False,False
763,121,2026-06-19 00:00:00,DELIVERED,SOUTH,False,False
764,583,2025-09-15 12:30:20,RETURNED,CENTRAL,False,False
765,37,2026-06-27 11:53:35,PLACED,NORTH,False,False
766,337,2024-11-12 11:21:56,PLACED,SOUTH,False,False
767,10,2026-07-03 08:48:32,SHIPPED,CENTRAL,False,False
768,158,2026-06-26 04:02:32,PLACED,EAST,False,False
769,405,2025-12-17 05:23:04,DELIVERED,SOUTH,False,False
770,276,2026-04-11 07:09:06,DELIVERED,WEST,False,False
771,363,2024-06-08 00:37:14,DELIVERED,SOUTH,False,False
772,,2026-02-01 21:44:28,DELIVERED,EAST,False,True
773,165,2026-06-13 13:24:43,RETURNED,EAST,False,False
774,501,2024-12-13 23:05:00,DELIVERED,WEST,False,False
775,399,2024-11-13 14:02:32,DELIVERED,SOUTH,False,False
776,,2025-06-01 09:32:35,PLACED,EAST,False,True
777,9,2025-08-22 16:05:53,DELIVERED,NORTH,False,False
778,254,2025-03-16 06:39:16,SHIPPED,NORTH,False,False
779,254,2026-08-16 00:00:00,SHIPPED,NORTH,True,False
780,515,2025-03-19 02:05:23,RETURNED,CENTRAL,False,False
781,153,2024-12-21 12:20:43,DELIVERED,EAST,False,False
782,150,2025-04-05 03:14:56,PLACED,NORTH,False,False
783,538,2025-05-24 12:14:53,SHIPPED,WEST,False,False
784,523,2024-08-18 05:51:22,DELIVERED,EAST,False,False
785,360,2025-06-17 15:39:29,DELIVERED,NORTH,False,False
786,1,2025-10-11 15:35:37,SHIPPED,WEST,False,False
787,104,2025-06-25 21:02:52,RETURNED,EAST,False,False
788,115,2024-06-20 05:20:26,DELIVERED,SOUTH,False,False
789,371,2025-12-28 05:57:52,SHIPPED,EAST,False,False
790,394,2024-11-11 05:35:38,SHIPPED,CENTRAL,False,False
791,196,2026-04-22 11:30:09,RETURNED,NORTH,False,False
792,352,2026-06-05 15:24:07,RETURNED,SOUTH,False,False
793,,2025-03-23 19:20:41,DELIVERED,EAST,False,True
794,574,2025-12-19 13:55:02,DELIVERED,NORTH,False,False
795,70,2024-07-02 23:33:19,SHIPPED,EAST,False,False
796,133,2024-09-01 10:32:30,DELIVERED,SOUTH,False,False
797,408,2024-09-23 11:39:47,SHIPPED,CENTRAL,False,False
798,400,2025-07-25 18:02:13,SHIPPED,NORTH,False,False
799,224,2024-06-12 18:22:26,CANCELLED,CENTRAL,False,False
800,538,2025-05-07 06:44:01,DELIVERED,EAST,False,False
801,176,2025-06-04 01:21:54,DELIVERED,SOUTH,False,False
802,285,2025-07-24 02:32:31,CANCELLED,NORTH,False,False
803,255,2025-04-21 04:20:16,DELIVERED,NORTH,False,False
804,378,2025-07-14 04:03:24,DELIVERED,WEST,False,False
805,302,2024-08-26 22:56:07,DELIVERED,NORTH,False,False
806,225,2025-08-07 11:35:30,SHIPPED,NORTH,False,False
807,598,2026-01-13 09:16:58,RETURNED,EAST,False,False
808,565,2026-04-16 21:50:51,SHIPPED,EAST,False,False
809,405,2025-05-24 23:15:53,DELIVERED,WEST,False,False
810,491,2025-03-07 23:18:55,DELIVERED,SOUTH,False,False
811,503,2025-03-06 06:02:49,DELIVERED,NORTH,False,False
812,182,2025-03-17 19:28:54,PLACED,NORTH,False,False
813,466,2026-02-14 06:26:52,SHIPPED,CENTRAL,False,False
814,13,2026-01-07 00:12:21,DELIVERED,NORTH,False,False
815,45,2024-10-06 00:00:00,DELIVERED,CENTRAL,False,False
816,10,2024-11-11 04:36:11,DELIVERED,EAST,False,False
817,88,2026-06-15 07:33:29,DELIVERED,WEST,False,False
818,315,2026-07-29 00:00:00,SHIPPED,CENTRAL,True,False
819,557,2024-08-07 04:02:38,SHIPPED,EAST,False,False
820,426,2025-05-13 10:59:07,PLACED,WEST,False,False
821,362,2025-05-15 21:34:49,RETURNED,WEST,False,False
822,116,2024-11-17 02:09:17,SHIPPED,EAST,False,False
823,342,2024-10-08 17:44:01,CANCELLED,CENTRAL,False,False
824,439,2025-03-07 17:47:43,DELIVERED,SOUTH,False,False
825,309,2025-08-18 20:20:33,DELIVERED,NORTH,False,False
826,512,2025-07-16 06:51:55,CANCELLED,NORTH,False,False
827,153,2025-01-12 17:14:14,DELIVERED,WEST,False,False
828,490,2024-11-21 19:03:39,DELIVERED,EAST,False,False
829,331,2025-03-08 12:41:31,DELIVERED,EAST,False,False
830,435,2026-03-04 00:57:49,DELIVERED,EAST,False,False
831,252,2026-07-11 05:19:00,DELIVERED,WEST,False,False
832,236,2026-03-16 07:21:48,DELIVERED,SOUTH,False,False
833,241,2025-04-10 18:48:54,RETURNED,NORTH,False,False
834,486,2024-11-17 02:55:30,PLACED,EAST,False,False
835,143,2025-01-08 21:56:15,CANCELLED,CENTRAL,False,False
836,432,2025-05-13 21:13:03,PLACED,SOUTH,False,False
837,147,2024-07-09 22:16:58,DELIVERED,WEST,False,False
838,109,2024-09-21 14:21:21,DELIVERED,CENTRAL,False,False
839,31,2025-01-04 00:00:00,PLACED,NORTH,False,False
840,427,2025-03-09 09:16:43,DELIVERED,SOUTH,False,False
841,307,2025-11-05 00:50:04,DELIVERED,NORTH,False,False
842,160,2024-07-18 21:29:13,DELIVERED,SOUTH,False,False
843,12,2026-03-19 01:43:36,DELIVERED,WEST,False,False
844,265,2026-07-18 15:09:38,DELIVERED,SOUTH,False,False
845,161,2024-10-19 19:38:31,DELIVERED,SOUTH,False,False
846,411,2025-05-05 01:25:21,DELIVERED,CENTRAL,False,False
847,80,2026-05-27 16:33:48,DELIVERED,WEST,False,False
848,169,2025-12-28 01:42:31,DELIVERED,SOUTH,False,False
849,107,2025-11-02 03:17:24,PLACED,EAST,False,False
