delivery_id,drone_id,source,destination,distance_km,start_time,end_time,status
DEL01471,D061,Warehouse-North,Zone-04,15.77,2026-01-18 00:00:33,2026-01-18 00:15:57,SUCCESS
DEL01472,D086,Hub-Central,Zone-08,36.12,2025-12-07 04:30:39,2025-12-07 05:05:27,SUCCESS
DEL01473,D083,Hub-West,Zone-08,15.67,2026-01-28 04:03:15,2026-01-28 04:15:33,SUCCESS
DEL01474,D006,Warehouse-East,Zone-13,10.8,2026-02-10 12:55:11,2026-02-10 13:10:54,SUCCESS
DEL01475,D015,Warehouse-East,Zone-18,26.19,2025-12-14 22:18:43,2025-12-14 22:27:47,FAILED
DEL01476,D093,Warehouse-North,Zone-30,69.09,2025-11-24 22:04:43,2025-11-24 23:33:28,SUCCESS
DEL01477,D067,Warehouse-East,Zone-17,49.08,2026-03-09 15:18:21,2026-03-09 15:52:13,SUCCESS
DEL01478,D066,Hub-Central,Zone-02,46.53,2025-12-26 12:26:44,2025-12-26 12:45:56,FAILED
DEL01479,D038,Warehouse-South,Zone-11,15.9,2026-03-24 10:17:44,2026-03-24 10:29:34,SUCCESS
DEL01480,D066,Warehouse-North,Zone-06,26.17,2025-10-16 23:45:27,2025-10-17 00:20:22,SUCCESS
DEL01481,D099,Hub-West,Zone-01,45.19,2026-01-13 11:08:39,2026-01-13 11:31:37,FAILED
DEL01482,D081,Warehouse-South,Zone-22,13.32,2025-10-13 17:07:14,2025-10-13 17:25:57,SUCCESS
DEL01483,D081,Warehouse-South,Zone-28,39.42,2026-02-28 05:09:16,2026-02-28 05:43:17,SUCCESS
DEL01484,D088,Warehouse-North,Zone-07,5.77,2025-12-22 08:57:33,2025-12-22 09:02:41,SUCCESS
DEL01485,D069,Hub-Central,Zone-21,12.21,2026-03-10 22:14:55,2026-03-10 22:24:18,SUCCESS
DEL01486,D010,Warehouse-South,Zone-01,37.21,2026-02-23 00:45:48,2026-02-23 01:31:24,SUCCESS
DEL01487,D059,Warehouse-East,Zone-02,15.65,2026-02-17 04:50:54,2026-02-17 05:04:59,SUCCESS
DEL01488,D012,Warehouse-North,Zone-06,27.96,2025-10-15 05:21:38,2025-10-15 05:54:38,SUCCESS
DEL01489,D033,Warehouse-North,Zone-19,25.74,2026-01-17 08:51:39,2026-01-17 09:23:23,SUCCESS
DEL01490,D030,Warehouse-East,Zone-14,47.99,2026-03-26 21:30:18,2026-03-26 22:04:28,SUCCESS
DEL01491,D050,Hub-Central,Zone-14,26.16,2025-12-27 14:23:52,2025-12-27 14:43:48,SUCCESS
DEL01492,D041,Hub-Central,Zone-22,7.54,2025-10-04 06:43:03,2025-10-04 06:49:06,SUCCESS
DEL01493,D016,Warehouse-North,Zone-21,44.88,2026-01-12 20:30:31,2026-01-12 21:12:36,SUCCESS
DEL01494,D093,Warehouse-North,Zone-25,90.8,2026-01-29 01:43:00,2026-01-29 03:04:30,SUCCESS
DEL01495,D096,Warehouse-North,Zone-23,26.57,2026-01-22 17:07:52,2026-01-22 17:24:48,SUCCESS
DEL01496,D010,Hub-West,Zone-04,16.9,2025-12-09 11:00:12,2025-12-09 11:14:17,SUCCESS
DEL01497,D038,Warehouse-East,Zone-20,15.04,2026-03-02 19:10:55,2026-03-02 19:22:12,FAILED
DEL01498,D012,Hub-Central,Zone-13,18.41,2025-11-24 15:57:58,2025-11-24 16:24:31,SUCCESS
DEL01499,D051,Warehouse-North,Zone-16,37.33,2026-03-09 15:22:04,2026-03-09 16:02:59,SUCCESS
DEL01500,D021,Warehouse-South,Zone-05,30.34,2026-01-12 14:08:23,2026-01-12 14:52:28,SUCCESS
DEL01501,D096,Hub-West,Zone-10,51.23,2025-12-15 22:09:26,2025-12-15 22:48:40,SUCCESS
DEL01502,D082,Warehouse-East,Zone-22,7.88,2025-10-28 23:26:26,2025-10-28 23:32:12,SUCCESS
DEL01503,D094,Warehouse-East,Zone-01,28.56,2026-02-03 19:37:19,2026-02-03 19:59:29,SUCCESS
DEL01504,D071,Hub-West,Zone-05,18.06,2026-03-19 20:42:33,2026-03-19 21:05:27,SUCCESS
DEL01505,D016,Warehouse-North,Zone-19,21.88,2025-10-09 02:40:37,2025-10-09 02:57:20,SUCCESS
DEL01506,D077,Hub-West,Zone-18,7.35,2025-12-16 12:33:13,2025-12-16 12:39:08,FAILED
DEL01507,D011,Warehouse-South,Zone-24,21.28,2025-11-29 03:57:49,2025-11-29 04:05:37,FAILED
DEL01508,D095,Warehouse-East,Zone-07,24.25,2026-03-25 10:49:52,2026-03-25 11:24:11,SUCCESS
DEL01509,D053,Hub-West,Zone-05,11.68,2026-03-25 20:31:57,2026-03-25 20:37:26,FAILED
DEL01510,D021,Warehouse-South,Zone-20,32.18,2025-11-05 17:28:05,2025-11-05 17:47:51,FAILED
DEL01511,D033,Warehouse-North,Zone-06,11.24,2025-11-07 17:37:32,2025-11-07 17:45:23,SUCCESS
DEL01512,D086,Hub-West,Zone-28,36.61,2026-03-05 06:41:09,2026-03-05 07:23:44,SUCCESS
DEL01513,D007,Hub-West,Zone-15,58.66,2026-03-15 07:45:15,2026-03-15 09:14:58,SUCCESS
DEL01514,D083,Warehouse-North,Zone-10,18.8,2026-01-15 17:37:21,2026-01-15 17:53:07,SUCCESS
DEL01515,D086,Warehouse-East,Zone-04,9.17,2025-10-14 01:55:59,2025-10-14 02:07:23,SUCCESS
DEL01516,D026,Hub-West,Zone-16,38.47,2026-02-18 21:29:27,2026-02-18 22:09:15,SUCCESS
DEL01517,D043,Warehouse-South,Zone-22,17.35,2025-12-09 08:23:07,2025-12-09 08:36:40,SUCCESS
DEL01518,D084,Warehouse-North,Zone-10,45.69,2025-11-15 13:00:08,2025-11-15 13:50:36,SUCCESS
DEL01519,D080,Warehouse-South,Zone-11,5.71,2025-10-14 13:19:58,2025-10-14 13:23:23,FAILED
DEL01520,D063,Warehouse-East,Zone-20,34.56,2025-12-27 12:09:44,2025-12-27 12:42:15,FAILED
DEL01521,D085,Hub-West,Zone-05,39.65,2025-11-29 08:33:03,2025-11-29 09:00:10,SUCCESS
DEL01522,D073,Warehouse-East,Zone-26,27.83,2026-01-19 01:46:04,2026-01-19 02:27:54,SUCCESS
DEL01523,D041,Warehouse-South,Zone-01,17.13,2025-12-23 04:03:25,2025-12-23 04:28:19,SUCCESS
DEL01524,D041,Warehouse-South,Zone-23,22.48,2025-11-17 19:15:33,2025-11-17 19:29:10,FAILED
DEL01525,D095,Hub-Central,Zone-09,17.44,2026-02-02 10:31:26,2026-02-02 10:46:25,SUCCESS
DEL01526,D047,Warehouse-East,Zone-29,30.5,2025-10-27 01:54:37,2025-10-27 02:36:11,SUCCESS
DEL01527,D062,Hub-Central,Zone-12,30.17,2025-12-29 21:01:47,2025-12-29 21:30:34,SUCCESS
DEL01528,D100,Hub-Central,Zone-18,5.65,2025-11-29 07:36:06,2025-11-29 07:40:02,FAILED
DEL01529,D014,Hub-West,Zone-03,5.72,2025-11-04 03:08:53,2025-11-04 03:14:50,SUCCESS
DEL01530,D036,Warehouse-South,Zone-29,13.01,2026-03-16 17:53:44,2026-03-16 18:02:45,SUCCESS
DEL01531,D069,Warehouse-East,Zone-24,32.74,2025-11-08 03:26:20,2025-11-08 03:41:35,FAILED
DEL01532,D081,Warehouse-North,Zone-29,50.2,2025-10-15 20:20:25,2025-10-15 21:11:17,SUCCESS
DEL01533,D003,Hub-West,Zone-21,53.64,2026-03-14 23:21:49,2026-03-15 00:03:52,SUCCESS
DEL01534,D004,Hub-West,Zone-19,22.14,2026-03-07 19:11:17,2026-03-07 19:41:31,SUCCESS
DEL01535,D052,Hub-West,Zone-07,14.44,2026-02-27 08:43:58,2026-02-27 09:02:54,SUCCESS
DEL01536,D005,Warehouse-East,Zone-18,41.49,2026-01-16 02:36:51,2026-01-16 03:34:16,SUCCESS
DEL01537,D070,Warehouse-South,Zone-12,21.78,2025-12-31 16:09:49,2025-12-31 16:28:04,FAILED
DEL01538,D051,Hub-West,Zone-24,11.84,2025-11-13 08:41:03,2025-11-13 08:51:32,SUCCESS
DEL01539,D038,Hub-Central,Zone-17,17.39,2025-10-26 23:55:54,2025-10-27 00:09:18,SUCCESS
DEL01540,D066,Hub-Central,Zone-12,22.26,2025-10-18 14:00:44,2025-10-18 14:11:52,FAILED
DEL01541,D065,Warehouse-South,Zone-28,23.68,2025-10-03 01:21:38,2025-10-03 01:49:04,SUCCESS
DEL01542,D079,Warehouse-South,Zone-25,32.29,2026-02-10 20:25:27,2026-02-10 20:50:09,SUCCESS
DEL01543,D066,Hub-Central,Zone-06,13.78,2025-10-28 06:10:29,2025-10-28 06:23:48,SUCCESS
DEL01544,D023,Hub-West,Zone-22,9.6,2026-01-18 23:24:57,2026-01-18 23:36:33,SUCCESS
DEL01545,D019,Hub-Central,Zone-12,5.2,2026-02-20 21:38:05,2026-02-20 21:44:39,SUCCESS
DEL01546,D006,Hub-Central,Zone-08,17.14,2025-11-12 11:46:15,2025-11-12 12:10:59,SUCCESS
DEL01547,D009,Warehouse-East,Zone-08,48.76,2025-11-21 07:59:36,2025-11-21 08:55:12,SUCCESS
DEL01548,D006,Warehouse-South,Zone-17,46.19,2026-02-07 19:50:05,2026-02-07 20:23:05,SUCCESS
DEL01549,D047,Hub-Central,Zone-30,27.24,2025-12-15 08:38:41,2025-12-15 08:51:51,FAILED
DEL01550,D059,Warehouse-North,Zone-02,13.0,2026-03-21 04:19:48,2026-03-21 04:35:13,SUCCESS
DEL01551,D084,Warehouse-North,Zone-23,42.64,2025-12-02 22:16:51,2025-12-02 23:03:28,SUCCESS
DEL01552,D067,Warehouse-East,Zone-27,44.2,2026-02-01 00:38:10,2026-02-01 01:20:38,SUCCESS
DEL01553,D095,Hub-West,Zone-18,14.61,2025-11-21 03:08:30,2025-11-21 03:22:22,SUCCESS
DEL01554,D073,Hub-Central,Zone-21,11.66,2025-11-03 18:11:55,2025-11-03 18:28:27,SUCCESS
DEL01555,D049,Hub-West,Zone-21,51.9,2025-12-10 22:24:22,2025-12-10 23:39:50,SUCCESS
DEL01556,D010,Warehouse-East,Zone-13,16.19,2026-01-09 07:49:25,2026-01-09 08:04:30,SUCCESS
DEL01557,D029,Hub-Central,Zone-12,15.21,2026-01-09 06:28:00,2026-01-09 06:38:53,SUCCESS
DEL01558,D045,Hub-Central,Zone-29,52.02,2026-01-03 12:56:21,2026-01-03 13:49:35,SUCCESS
DEL01559,D078,Hub-West,Zone-29,17.29,2025-10-02 06:44:50,2025-10-02 07:02:53,SUCCESS
DEL01560,D018,Warehouse-South,Zone-08,37.26,2025-12-25 10:04:35,2025-12-25 10:39:43,SUCCESS
DEL01561,D010,Warehouse-East,Zone-07,46.23,2026-01-08 21:56:10,2026-01-08 22:31:37,SUCCESS
DEL01562,D020,Warehouse-South,Zone-12,13.53,2025-11-06 07:02:36,2025-11-06 07:12:46,SUCCESS
DEL01563,D078,Warehouse-North,Zone-22,13.24,2026-02-17 06:52:22,2026-02-17 07:02:12,SUCCESS
DEL01564,D030,Warehouse-East,Zone-24,8.2,2025-12-20 12:14:23,2025-12-20 12:25:48,SUCCESS
DEL01565,D015,Hub-Central,Zone-16,15.81,2026-01-02 12:01:48,2026-01-02 12:17:39,SUCCESS
DEL01566,D027,Warehouse-South,Zone-21,53.83,2026-01-23 17:17:06,2026-01-23 18:25:51,SUCCESS
DEL01567,D053,Warehouse-South,Zone-02,10.9,2025-10-05 08:36:22,2025-10-05 08:44:32,SUCCESS
DEL01568,D017,Hub-West,Zone-06,,2026-01-20 08:38:27,2026-01-20 08:43:49,FAILED
DEL01569,D018,Hub-West,Zone-02,5.12,2026-01-31 05:52:15,2026-01-31 05:57:12,SUCCESS
DEL01570,D074,Warehouse-North,Zone-06,16.46,2025-10-29 12:26:27,2025-10-29 12:44:57,SUCCESS
DEL01571,D034,Warehouse-South,Zone-17,,2026-03-29 02:54:50,2026-03-29 03:19:25,SUCCESS
DEL01572,D052,Hub-West,Zone-21,26.38,2026-01-25 09:12:30,2026-01-25 09:49:19,SUCCESS
DEL01573,D003,Warehouse-East,Zone-03,62.47,2026-03-20 14:08:54,2026-03-20 15:13:07,SUCCESS
DEL01574,D028,Hub-West,Zone-16,15.54,2025-12-27 05:26:21,2025-12-27 05:38:11,SUCCESS
DEL01575,D062,Warehouse-South,Zone-27,8.45,2025-11-03 02:53:55,2025-11-03 03:02:57,SUCCESS
DEL01576,D053,Warehouse-South,Zone-26,15.68,2026-01-25 16:06:40,2026-01-25 16:22:09,SUCCESS
DEL01577,D075,Warehouse-South,Zone-20,43.44,2026-03-09 07:35:20,2026-03-09 08:21:46,SUCCESS
DEL01578,D085,Warehouse-East,Zone-06,51.29,2026-01-08 04:31:24,2026-01-08 04:45:09,FAILED
DEL01579,D093,Warehouse-East,Zone-30,7.88,2026-02-11 03:05:11,2026-02-11 03:12:18,SUCCESS
DEL01580,D059,Hub-West,Zone-03,31.81,2026-01-24 20:02:49,2026-01-24 20:37:13,SUCCESS
DEL01581,D030,Hub-Central,Zone-05,41.33,2025-12-13 10:35:33,2025-12-13 11:17:35,SUCCESS
DEL01582,D014,Warehouse-South,Zone-17,35.63,2025-10-04 05:11:14,2025-10-04 05:51:37,SUCCESS
DEL01583,D065,Hub-Central,Zone-27,30.38,2026-02-10 21:23:06,2026-02-10 21:49:48,SUCCESS
DEL01584,D020,Warehouse-North,Zone-06,25.32,2026-01-26 13:53:09,2026-01-26 14:14:25,SUCCESS
DEL01585,D061,Hub-West,Zone-20,14.34,2026-03-25 01:47:55,2026-03-25 02:00:01,SUCCESS
DEL01586,D005,Hub-West,Zone-17,22.4,2026-03-20 10:37:25,2026-03-20 10:53:37,SUCCESS
DEL01587,D097,Warehouse-North,Zone-16,31.33,2025-10-23 19:39:58,2025-10-23 19:50:18,FAILED
DEL01588,D085,Hub-West,Zone-18,27.31,2025-10-26 07:22:35,2025-10-26 07:45:58,SUCCESS
DEL01589,D001,Hub-Central,Zone-17,11.12,2026-03-24 04:10:41,2026-03-24 04:22:27,SUCCESS
DEL01590,D054,Warehouse-North,Zone-23,21.46,2025-12-11 22:05:02,2025-12-11 22:31:11,SUCCESS
DEL01591,D068,Warehouse-South,Zone-26,39.05,2025-12-23 07:04:51,2025-12-23 07:35:27,SUCCESS
DEL01592,D062,Hub-Central,Zone-12,22.56,2026-03-03 07:35:44,2026-03-03 08:05:08,SUCCESS
DEL01593,D076,Hub-West,Zone-04,11.13,2026-03-06 05:48:20,2026-03-06 06:04:36,SUCCESS
DEL01594,D055,Warehouse-East,Zone-16,31.1,2025-10-26 23:56:25,2025-10-27 00:45:56,SUCCESS
DEL01595,D099,Warehouse-North,Zone-10,24.12,2025-11-15 03:35:18,2025-11-15 04:03:20,SUCCESS
DEL01596,D077,Hub-West,Zone-14,22.96,2026-03-20 06:01:37,2026-03-20 06:10:41,FAILED
DEL01597,D033,Warehouse-North,Zone-23,37.0,2025-11-06 16:54:06,2025-11-06 17:27:45,SUCCESS
DEL01598,D096,Warehouse-North,Zone-19,17.75,2026-03-03 06:58:31,2026-03-03 07:16:54,SUCCESS
DEL01599,D067,Hub-West,Zone-01,21.25,2025-10-23 21:07:15,2025-10-23 21:22:49,SUCCESS
DEL01600,D049,Warehouse-South,Zone-23,36.6,2026-02-05 02:24:21,2026-02-05 03:14:30,SUCCESS
DEL01601,D041,Warehouse-East,Zone-04,9.12,2025-12-19 09:21:22,2025-12-19 09:30:58,SUCCESS
DEL01602,D020,Hub-West,Zone-09,14.04,2025-12-22 17:38:15,2025-12-22 17:52:51,SUCCESS
DEL01603,D034,Hub-West,Zone-14,29.98,2026-03-16 00:28:52,2026-03-16 00:47:56,FAILED
DEL01604,D073,Hub-West,Zone-09,56.92,2025-12-11 00:01:29,2025-12-11 01:23:53,SUCCESS
DEL01605,D088,Warehouse-South,Zone-14,17.53,2025-12-17 04:16:14,2025-12-17 04:40:36,SUCCESS
DEL01606,D071,Hub-West,Zone-16,24.52,2026-03-02 04:43:07,2026-03-02 05:04:13,SUCCESS
DEL01607,D023,Hub-West,Zone-18,16.4,2025-12-11 21:19:02,2025-12-11 21:27:09,FAILED
DEL01608,D062,Warehouse-East,Zone-19,6.52,2025-11-19 06:41:22,2025-11-19 06:50:53,SUCCESS
DEL01609,D045,Hub-Central,Zone-24,55.4,2026-02-28 08:00:28,2026-02-28 09:07:33,SUCCESS
DEL01610,D018,Warehouse-North,Zone-24,31.44,2026-03-16 00:35:01,2026-03-16 01:20:44,SUCCESS
DEL01611,D030,Warehouse-South,Zone-04,48.11,2025-12-26 17:16:58,2025-12-26 18:25:53,SUCCESS
DEL01612,D028,Hub-Central,Zone-26,17.69,2026-01-07 17:03:09,2026-01-07 17:16:49,SUCCESS
DEL01613,D044,Hub-West,Zone-20,44.92,2026-03-05 12:14:56,2026-03-05 12:44:48,SUCCESS
DEL01614,D090,Warehouse-North,Zone-06,34.77,2026-02-10 22:18:05,2026-02-10 23:06:10,SUCCESS
DEL01615,D050,Warehouse-North,Zone-26,22.92,2026-02-01 11:23:59,2026-02-01 11:45:22,SUCCESS
DEL01616,D012,Warehouse-South,Zone-16,51.45,2026-03-09 20:38:54,2026-03-09 21:47:24,SUCCESS
DEL01617,D077,Warehouse-North,Zone-03,48.96,2025-12-24 13:00:21,2025-12-24 13:35:52,SUCCESS
DEL01618,D034,Warehouse-East,Zone-03,7.14,2025-11-13 01:31:27,2025-11-13 01:36:25,SUCCESS
DEL01619,D078,Hub-Central,Zone-30,26.59,2025-10-08 07:57:09,2025-10-08 08:20:25,SUCCESS
DEL01620,D052,Hub-West,Zone-10,23.84,2026-01-28 05:17:13,2026-01-28 05:45:25,SUCCESS
DEL01621,D092,Warehouse-North,Zone-25,17.17,2026-01-25 00:25:26,2026-01-25 00:47:27,SUCCESS
DEL01622,D023,Hub-Central,Zone-15,37.0,2026-02-02 07:58:25,2026-02-02 08:24:50,SUCCESS
DEL01623,D002,Hub-West,Zone-10,59.47,2025-11-09 04:01:25,2025-11-09 04:40:03,FAILED
DEL01624,D025,Hub-West,Zone-17,30.31,2025-10-07 12:37:51,2025-10-07 13:16:54,SUCCESS
DEL01625,D067,Warehouse-South,Zone-20,43.72,2026-02-13 15:00:42,2026-02-13 15:38:13,SUCCESS
DEL01626,D022,Warehouse-North,Zone-12,63.73,2026-02-08 21:10:52,2026-02-08 21:45:55,FAILED
DEL01627,D031,Warehouse-North,Zone-06,23.8,2026-02-05 04:36:37,2026-02-05 05:03:03,SUCCESS
DEL01628,D012,Hub-Central,Zone-12,65.55,2025-11-23 13:57:32,2025-11-23 14:32:54,FAILED
DEL01629,D086,Hub-Central,Zone-19,37.11,2025-12-16 17:30:01,2025-12-16 18:25:01,SUCCESS
DEL01630,D026,Warehouse-North,Zone-24,68.7,2026-01-09 12:51:21,2026-01-09 14:24:38,SUCCESS
DEL01631,D091,Warehouse-North,Zone-18,57.02,2025-10-14 07:46:45,2025-10-14 08:54:31,SUCCESS
DEL01632,D037,Hub-West,Zone-30,43.99,2026-02-19 00:03:05,2026-02-19 00:28:42,FAILED
DEL01633,D075,Warehouse-East,Zone-27,18.65,2025-12-07 14:14:29,2025-12-07 14:34:40,SUCCESS
DEL01634,D036,Hub-West,Zone-07,36.79,2025-11-13 22:36:48,2025-11-13 23:23:47,SUCCESS
DEL01635,D059,Hub-Central,Zone-19,21.63,2026-03-30 12:46:49,2026-03-30 13:05:17,SUCCESS
DEL01636,D001,Warehouse-South,Zone-14,41.04,2025-11-20 16:50:57,2025-11-20 17:24:56,SUCCESS
DEL01637,D065,Hub-West,Zone-03,31.73,2025-10-21 16:09:45,2025-10-21 16:33:42,SUCCESS
DEL01638,D065,Warehouse-East,Zone-04,21.52,2025-11-27 03:18:46,2025-11-27 03:38:00,SUCCESS
DEL01639,D066,Hub-West,Zone-27,29.61,2025-11-20 00:56:17,2025-11-20 01:17:19,SUCCESS
DEL01640,D074,Hub-Central,Zone-13,8.31,2025-11-18 13:44:37,2025-11-18 13:54:51,SUCCESS
DEL01641,D073,Warehouse-South,Zone-25,33.68,2026-01-02 21:52:43,2026-01-02 22:08:54,FAILED
DEL01642,D044,Hub-Central,Zone-22,63.17,2026-02-28 14:33:08,2026-02-28 15:38:08,SUCCESS
DEL01643,D059,Hub-West,Zone-28,29.85,2026-03-24 02:06:13,2026-03-24 02:27:05,SUCCESS
DEL01644,D004,Warehouse-North,Zone-09,21.33,2026-01-02 14:08:37,2026-01-02 14:23:39,SUCCESS
DEL01645,D009,Warehouse-South,Zone-22,55.38,2025-12-14 07:23:11,2025-12-14 08:32:11,SUCCESS
DEL01646,D090,Warehouse-East,Zone-14,67.06,2025-11-14 15:33:07,2025-11-14 16:09:53,FAILED
DEL01647,D046,Hub-West,Zone-01,31.26,2026-01-09 07:05:02,2026-01-09 07:32:51,SUCCESS
DEL01648,D090,Warehouse-East,Zone-08,35.07,2026-03-11 14:13:34,2026-03-11 14:33:28,FAILED
DEL01649,D037,Hub-Central,Zone-22,45.91,2025-10-19 01:27:19,2025-10-19 02:24:13,SUCCESS
DEL01650,D096,Warehouse-East,Zone-03,19.73,2026-03-09 10:29:07,2026-03-09 10:46:43,SUCCESS
DEL01651,D071,Warehouse-South,Zone-16,22.25,2026-03-30 20:37:15,2026-03-30 20:52:52,SUCCESS
DEL01652,D041,Warehouse-South,Zone-29,14.22,2025-12-08 15:36:22,2025-12-08 15:46:59,SUCCESS
DEL01653,D074,Warehouse-South,Zone-24,41.14,2025-11-22 05:59:02,2025-11-22 06:29:12,SUCCESS
DEL01654,D088,Warehouse-South,Zone-16,14.45,2026-03-30 15:18:13,2026-03-30 15:28:53,SUCCESS
DEL01655,D095,Warehouse-South,Zone-24,30.33,2025-11-08 18:30:48,2025-11-08 18:51:06,SUCCESS
DEL01656,D031,Warehouse-East,Zone-07,10.98,2026-03-19 11:16:29,2026-03-19 11:24:43,SUCCESS
DEL01657,D030,Warehouse-South,Zone-27,7.24,2025-11-09 08:57:38,2025-11-09 09:04:08,SUCCESS
DEL01658,D080,Warehouse-South,Zone-25,18.71,2025-12-09 03:12:28,2025-12-09 03:37:46,SUCCESS
DEL01659,D014,Warehouse-North,Zone-22,46.36,2025-10-24 06:40:27,2025-10-24 07:26:51,SUCCESS
DEL01660,D085,Hub-West,Zone-01,30.84,2026-01-04 15:59:04,2026-01-04 16:18:44,FAILED
DEL01661,D098,Hub-West,Zone-02,30.99,2026-03-16 10:19:32,2026-03-16 10:28:44,FAILED
DEL01662,D062,Hub-West,Zone-11,29.08,2025-12-12 01:54:04,2025-12-12 02:15:04,SUCCESS
DEL01663,D064,Hub-West,Zone-28,33.89,2026-03-24 09:32:53,2026-03-24 10:23:54,SUCCESS
DEL01664,D036,Warehouse-South,Zone-25,5.18,2026-01-04 07:19:07,2026-01-04 07:23:57,SUCCESS
DEL01665,D066,Hub-Central,Zone-08,19.76,2025-11-24 10:08:13,2025-11-24 10:25:27,SUCCESS
DEL01666,D097,Warehouse-South,Zone-02,19.9,2026-01-20 23:27:16,2026-01-20 23:40:42,FAILED
DEL01667,D068,Hub-Central,Zone-16,60.36,2026-03-05 04:52:04,2026-03-05 05:50:10,SUCCESS
DEL01668,D070,Hub-West,Zone-12,10.69,2025-10-07 07:45:10,2025-10-07 07:53:11,SUCCESS
DEL01669,D051,Warehouse-South,Zone-15,,2026-03-17 01:45:18,2026-03-17 02:12:06,SUCCESS
DEL01670,D016,Hub-West,Zone-15,10.67,2026-02-13 14:03:19,2026-02-13 14:16:26,SUCCESS
DEL01671,D041,Warehouse-North,Zone-01,7.89,2026-02-11 19:57:14,2026-02-11 20:02:24,SUCCESS
DEL01672,D087,Hub-Central,Zone-19,10.25,2025-11-10 22:10:38,2025-11-10 22:21:31,SUCCESS
DEL01673,D013,Warehouse-East,Zone-20,47.84,2025-12-03 04:38:33,2025-12-03 05:26:38,FAILED
DEL01674,D034,Hub-West,Zone-09,38.14,2025-11-06 08:11:36,2025-11-06 08:42:49,SUCCESS
DEL01675,D031,Hub-Central,Zone-20,11.91,2025-11-22 07:32:00,2025-11-22 07:40:43,SUCCESS
DEL01676,D044,Warehouse-South,Zone-16,51.34,2025-12-11 01:19:48,2025-12-11 02:13:11,SUCCESS
DEL01677,D055,Hub-Central,Zone-23,8.83,2025-11-10 21:09:08,2025-11-10 21:15:48,SUCCESS
DEL01678,D097,Warehouse-East,Zone-28,37.8,2025-12-12 07:05:19,2025-12-12 07:43:00,SUCCESS
DEL01679,D052,Hub-Central,Zone-06,7.19,2025-11-24 07:10:05,2025-11-24 07:13:26,FAILED
DEL01680,D074,Hub-West,Zone-22,32.35,2025-10-26 11:09:10,2025-10-26 11:51:01,SUCCESS
DEL01681,D030,Warehouse-North,Zone-24,35.07,2026-03-08 02:24:12,2026-03-08 03:02:14,SUCCESS
DEL01682,D035,Warehouse-South,Zone-18,76.44,2026-03-06 03:19:11,2026-03-06 04:10:12,SUCCESS
DEL01683,D056,Hub-Central,Zone-07,,2026-03-16 06:41:16,2026-03-16 06:56:19,SUCCESS
DEL01684,D019,Warehouse-South,Zone-16,7.13,2026-03-05 08:26:41,2026-03-05 08:34:52,SUCCESS
DEL01685,D002,Hub-Central,Zone-16,33.39,2025-11-04 07:02:58,2025-11-04 07:51:35,SUCCESS
DEL01686,D018,Hub-West,Zone-18,35.69,2026-03-23 10:56:30,2026-03-23 11:19:27,FAILED
DEL01687,D093,Hub-Central,Zone-10,79.68,2025-12-01 07:23:44,2025-12-01 09:11:56,SUCCESS
DEL01688,D033,Hub-West,Zone-02,31.34,2026-01-18 03:45:18,2026-01-18 04:31:56,SUCCESS
DEL01689,D051,Warehouse-South,Zone-02,21.36,2025-10-20 05:15:21,2025-10-20 05:35:09,SUCCESS
DEL01690,D028,Warehouse-East,Zone-16,61.73,2026-03-08 00:40:01,2026-03-08 01:14:37,FAILED
DEL01691,D081,Hub-Central,Zone-24,44.57,2025-10-19 16:47:57,2025-10-19 17:27:02,SUCCESS
DEL01692,D043,Warehouse-East,Zone-12,29.83,2025-11-20 10:36:42,2025-11-20 11:14:40,SUCCESS
DEL01693,D072,Warehouse-East,Zone-12,55.89,2026-01-17 06:05:55,2026-01-17 06:52:28,FAILED
DEL01694,D003,Warehouse-North,Zone-12,12.97,2025-12-19 22:56:41,2025-12-19 23:11:46,SUCCESS
DEL01695,D087,Warehouse-South,Zone-19,31.97,2026-01-26 14:11:19,2026-01-26 14:39:10,SUCCESS
DEL01696,D074,Hub-West,Zone-06,18.0,2026-02-04 04:35:33,2026-02-04 04:48:23,SUCCESS
DEL01697,D100,Warehouse-East,Zone-11,36.65,2025-11-25 06:22:22,2025-11-25 07:12:50,SUCCESS
DEL01698,D087,Hub-Central,Zone-25,27.27,2026-01-08 02:50:38,2026-01-08 03:04:42,FAILED
DEL01699,D095,Warehouse-North,Zone-13,,2025-12-26 18:50:43,2025-12-26 19:09:38,FAILED
DEL01700,D079,Hub-Central,Zone-21,19.54,2025-11-25 15:17:47,2025-11-25 15:31:47,FAILED
DEL01701,D019,Warehouse-South,Zone-21,6.86,2026-03-18 14:22:26,2026-03-18 14:28:35,SUCCESS
DEL01702,D044,Hub-West,Zone-19,21.69,2025-12-21 21:48:26,2025-12-21 22:12:44,SUCCESS
DEL01703,D052,Warehouse-North,Zone-03,31.44,2026-03-14 20:09:51,2026-03-14 20:41:51,SUCCESS
DEL01704,D021,Warehouse-South,Zone-11,38.51,2025-12-06 17:24:39,2025-12-06 18:14:22,SUCCESS
DEL01705,D041,Warehouse-East,Zone-23,6.53,2026-02-04 19:15:41,2026-02-04 19:21:43,SUCCESS
DEL01706,D035,Hub-Central,Zone-09,52.79,2026-01-26 13:17:54,2026-01-26 14:22:55,SUCCESS
DEL01707,D057,Warehouse-East,Zone-24,24.6,2026-03-01 15:36:10,2026-03-01 15:54:09,SUCCESS
